# ABRIK Speed Comparison Benchmark
# Precision: double
# Input matrix: /home/mymel/data/ABRIK_benchmark/input_matrices/10000x10000_rank_10000/ABRIK_test_mat6.txt
# Input size: 10000 x 10000
# Target rank: 10
# Krylov block sizes: 4, 8, 16, 32, 
# Matmul counts: 2, 4, 8, 16, 32, 
# Runs per configuration: 1
# Tolerance: 4.94851e-14
# Run GESDD: no
# Residual metric: sqrt(||S^{-1}AV - U||^2_F + ||(A'U)S^{-1} - V||^2_F)
# Timings in microseconds
b_sz, num_matmuls, target_rank, err_ABRIK, dur_ABRIK, err_RSVD, dur_RSVD, err_SVDS, dur_SVDS, err_SVD, dur_SVD
4, 2, 10, 1.19534, 135960, 1.00197, 338362, 0.974177, 862941, 0, 0
4, 4, 10, 1.51883, 142922, 1.35409, 438803, 0.974177, 887015, 0, 0
4, 8, 10, 0.764453, 318124, 1.47819, 745732, 0.398681, 1366659, 0, 0
4, 16, 10, 0.245681, 540174, 1.45013, 1272910, 0.0789849, 2231284, 0, 0
4, 32, 10, 0.0152068, 840111, 1.36579, 2236312, 0.00108429, 3763950, 0, 0
8, 2, 10, 1.69101, 106458, 1.3544, 317980, 0.974177, 823688, 0, 0
8, 4, 10, 1.24992, 152805, 1.47592, 446233, 0.398681, 1218988, 0, 0
8, 8, 10, 0.426183, 250240, 1.44481, 725765, 0.0789849, 2336531, 0, 0
8, 16, 10, 0.0817043, 489835, 1.3589, 1383730, 0.00108429, 4003187, 0, 0
8, 32, 10, 0.000197925, 925974, 1.22784, 2479517, 1.80837e-11, 8407051, 0, 0
16, 2, 10, 1.89387, 128961, 1.45471, 329527, 0.398681, 1168850, 0, 0
16, 4, 10, 0.923901, 198990, 1.42222, 509405, 0.0789849, 2229643, 0, 0
16, 8, 10, 0.219853, 338680, 1.34362, 846967, 0.00108429, 3755627, 0, 0
16, 16, 10, 0.0139836, 658446, 1.21696, 1528131, 1.80837e-11, 8058262, 0, 0
16, 32, 10, 1.6615e-06, 1410980, 1.05023, 2874143, 7.82256e-15, 14698427, 0, 0
32, 2, 10, 1.88355, 157257, 1.37574, 376006, 0.0789849, 2286121, 0, 0
32, 4, 10, 0.779291, 285018, 1.30114, 626612, 0.00108429, 4449949, 0, 0
32, 8, 10, 0.146123, 508259, 1.18891, 1142480, 1.80837e-11, 8475070, 0, 0
32, 16, 10, 0.0017992, 978380, 1.02933, 2079784, 7.82256e-15, 16021013, 0, 0
32, 32, 10, 1.07354e-08, 2565901, 0.829858, 4610417, 7.82256e-15, 15891712, 0, 0
