# ABRIK Speed Comparison Benchmark
# Precision: double
# Input matrix: /home/mymel/data/ABRIK_benchmark/input_matrices/10000x10000_rank_10000/ABRIK_test_mat6.txt
# Input size: 10000 x 10000
# Target rank: 10
# Krylov block sizes: 4, 8, 16, 32, 
# Matmul counts: 2, 4, 8, 16, 32, 
# Runs per configuration: 3
# Tolerance: 4.94851e-14
# Run GESDD: no
# Residual metric: sqrt(||S^{-1}AV - U||^2_F + ||(A'U)S^{-1} - V||^2_F)
# Timings in microseconds
b_sz, num_matmuls, target_rank, err_ABRIK, dur_ABRIK, err_RSVD, dur_RSVD, err_SVDS, dur_SVDS, err_SVD, dur_SVD
4, 2, 10, 1.19534, 199220, 1.00197, 291448, 0.0789849, 2231303, 0, 0
4, 2, 10, 1.19534, 127625, 1.00197, 280253, 0.0789849, 2319529, 0, 0
4, 2, 10, 1.19534, 122066, 1.00197, 279378, 0.0789849, 2342447, 0, 0
4, 4, 10, 1.51883, 158240, 1.35409, 403505, 0.0789849, 2325650, 0, 0
4, 4, 10, 1.51883, 229712, 1.35409, 423440, 0.0789849, 2262585, 0, 0
4, 4, 10, 1.51883, 172157, 1.35409, 378284, 0.0789849, 2291123, 0, 0
4, 8, 10, 0.764453, 290092, 1.47819, 634279, 0.0789849, 2346458, 0, 0
4, 8, 10, 0.764453, 266271, 1.47819, 678256, 0.0789849, 2350731, 0, 0
4, 8, 10, 0.764453, 273426, 1.47819, 641189, 0.0789849, 2280927, 0, 0
4, 16, 10, 0.245681, 495908, 1.45013, 1169599, 0.0789849, 2187109, 0, 0
4, 16, 10, 0.245681, 482011, 1.45013, 1159852, 0.0789849, 2235379, 0, 0
4, 16, 10, 0.245681, 472066, 1.45013, 1163594, 0.0789849, 2377132, 0, 0
4, 32, 10, 0.0152068, 914519, 1.36579, 2251949, 0.00108429, 3719181, 0, 0
4, 32, 10, 0.0152068, 875710, 1.36579, 2183433, 0.00108429, 3790362, 0, 0
4, 32, 10, 0.0152068, 949899, 1.36579, 2261782, 0.00108429, 3884894, 0, 0
8, 2, 10, 1.69101, 138141, 1.3544, 264048, 0.0789849, 2253708, 0, 0
8, 2, 10, 1.69101, 126909, 1.3544, 279227, 0.0789849, 2339019, 0, 0
8, 2, 10, 1.69101, 133818, 1.3544, 259381, 0.0789849, 2335549, 0, 0
8, 4, 10, 1.24992, 187177, 1.47592, 418435, 0.0789849, 2364916, 0, 0
8, 4, 10, 1.24992, 195303, 1.47592, 393418, 0.0789849, 2309448, 0, 0
8, 4, 10, 1.24992, 197339, 1.47592, 429739, 0.0789849, 2320407, 0, 0
8, 8, 10, 0.426183, 280426, 1.44481, 676611, 0.0789849, 2335077, 0, 0
8, 8, 10, 0.426183, 316508, 1.44481, 673108, 0.0789849, 2353578, 0, 0
8, 8, 10, 0.426183, 327314, 1.44481, 697766, 0.0789849, 2328488, 0, 0
8, 16, 10, 0.0817043, 533578, 1.3589, 1215653, 0.00108429, 3829020, 0, 0
8, 16, 10, 0.0817043, 529210, 1.3589, 1230610, 0.00108429, 3891885, 0, 0
8, 16, 10, 0.0817043, 522111, 1.3589, 1277808, 0.00108429, 3889575, 0, 0
8, 32, 10, 0.000197925, 983160, 1.22784, 2372336, 1.80837e-11, 7925979, 0, 0
8, 32, 10, 0.000197925, 975525, 1.22784, 2292483, 1.80837e-11, 8162191, 0, 0
8, 32, 10, 0.000197925, 1001385, 1.22784, 2387770, 1.80837e-11, 8115804, 0, 0
16, 2, 10, 1.89387, 175338, 1.45471, 297938, 0.0789849, 2278677, 0, 0
16, 2, 10, 1.89387, 180301, 1.45471, 291966, 0.0789849, 2376118, 0, 0
16, 2, 10, 1.89387, 186033, 1.45471, 308994, 0.0789849, 2275319, 0, 0
16, 4, 10, 0.923901, 236681, 1.42222, 457876, 0.0789849, 2295087, 0, 0
16, 4, 10, 0.923901, 205313, 1.42222, 463370, 0.0789849, 2347939, 0, 0
16, 4, 10, 0.923901, 222420, 1.42222, 538717, 0.0789849, 2466410, 0, 0
16, 8, 10, 0.219853, 394075, 1.34362, 803898, 0.00108429, 3756274, 0, 0
16, 8, 10, 0.219853, 373445, 1.34362, 807343, 0.00108429, 3830760, 0, 0
16, 8, 10, 0.219853, 351564, 1.34362, 858459, 0.00108429, 3845098, 0, 0
16, 16, 10, 0.0139836, 710523, 1.21696, 1462633, 1.80837e-11, 8084690, 0, 0
16, 16, 10, 0.0139836, 679380, 1.21696, 1534631, 1.80837e-11, 8068565, 0, 0
16, 16, 10, 0.0139836, 682706, 1.21696, 1512200, 1.80837e-11, 8138026, 0, 0
16, 32, 10, 1.6615e-06, 1372865, 1.05023, 2752216, 7.82256e-15, 15676982, 0, 0
16, 32, 10, 1.6615e-06, 1308309, 1.05023, 2800905, 7.82256e-15, 14852647, 0, 0
16, 32, 10, 1.6615e-06, 1343441, 1.05023, 2867441, 7.82256e-15, 15155104, 0, 0
32, 2, 10, 1.88355, 193773, 1.37574, 337192, 0.0789849, 2273859, 0, 0
32, 2, 10, 1.88355, 190152, 1.37574, 361131, 0.0789849, 2274710, 0, 0
32, 2, 10, 1.88355, 211338, 1.37574, 380341, 0.0789849, 2228646, 0, 0
