# ABRIK Speed Comparison Benchmark
# Precision: double
# Input matrix: /home/mymel/data/ABRIK_benchmark/input_matrices/10000x10000_rank_10000/ABRIK_test_mat1.txt
# Input size: 10000 x 10000
# Target rank: 10
# Krylov block sizes: 4, 8, 16, 32, 
# Matmul counts: 2, 4, 8, 16, 32, 
# RSVD p values: 8, 16, 32, 64, 
# Runs per configuration: 3
# Tolerance: 4.94851e-14
# Run GESDD: no
# Residual metric: sqrt(||S^{-1}AV - U||^2_F + ||(A'U)S^{-1} - V||^2_F)
# Timings in microseconds
algorithm, b_sz, num_matmuls, p, target_rank, error, duration_us
ABRIK, 4, 2, 0, 10, 0.852694, 114118
ABRIK, 4, 2, 0, 10, 0.852694, 109462
ABRIK, 4, 2, 0, 10, 0.852694, 101149
ABRIK, 4, 4, 0, 10, 0.987544, 157467
ABRIK, 4, 4, 0, 10, 0.987544, 158004
ABRIK, 4, 4, 0, 10, 0.987544, 166474
