# ABRIK Speed Comparison Benchmark
# Precision: double
# Input matrix: /home/mymel/data/ABRIK_benchmark/input_matrices/10000x10000_rank_10000/ABRIK_test_mat6.txt
# Input size: 10000 x 10000
# Target rank: 10
# Krylov block sizes: 4, 8, 16, 32, 64, 128, 
# Matmul counts: 2, 4, 8, 16, 32, 64, 
# Runs per configuration: 1
# Tolerance: 4.94851e-14
# Run GESDD: no
# Residual metric: sqrt(||S^{-1}AV - U||^2_F + ||(A'U)S^{-1} - V||^2_F)
# Timings in microseconds
b_sz, num_matmuls, target_rank, err_ABRIK, dur_ABRIK, err_RSVD, dur_RSVD, err_SVDS, dur_SVDS, err_SVD, dur_SVD
4, 2, 10, 1.19534, 152306, 1.00197, 181914, 0.974177, 872231, 0, 0
4, 4, 10, 1.51883, 151845, 1.35409, 317161, 0.974177, 824825, 0, 0
4, 8, 10, 0.764453, 304762, 1.47819, 593484, 0.398681, 1285837, 0, 0
4, 16, 10, 0.245681, 529010, 1.45013, 1104514, 0.0789849, 2332630, 0, 0
4, 32, 10, 0.0152068, 974926, 1.36579, 2097705, 0.00108429, 3849993, 0, 0
4, 64, 10, 1.51017e-07, 1646454, 1.23307, 4153533, 1.80837e-11, 8415490, 0, 0
8, 2, 10, 1.69101, 105438, 1.3544, 172148, 0.974177, 858469, 0, 0
8, 4, 10, 1.24992, 165001, 1.47592, 297284, 0.398681, 1281232, 0, 0
8, 8, 10, 0.426183, 271928, 1.44481, 590499, 0.0789849, 2374051, 0, 0
8, 16, 10, 0.0817043, 603172, 1.3589, 1266176, 0.00108429, 4004600, 0, 0
8, 32, 10, 0.000197925, 987020, 1.22784, 2204286, 1.80837e-11, 7942980, 0, 0
8, 64, 10, 1.09806e-12, 1801065, 1.05846, 4482502, 7.82256e-15, 15202317, 0, 0
16, 2, 10, 1.89387, 123620, 1.45471, 191358, 0.398681, 1219083, 0, 0
16, 4, 10, 0.923901, 201339, 1.42222, 353236, 0.0789849, 2396542, 0, 0
16, 8, 10, 0.219853, 331589, 1.34362, 662473, 0.00108429, 3913073, 0, 0
16, 16, 10, 0.0139836, 685599, 1.21696, 1361844, 1.80837e-11, 8166082, 0, 0
16, 32, 10, 1.6615e-06, 1256525, 1.05023, 2714272, 7.82256e-15, 15319713, 0, 0
16, 64, 10, 7.69086e-15, 2593554, 0.841597, 5698664, 7.82256e-15, 15193324, 0, 0
32, 2, 10, 1.88355, 183564, 1.37574, 241908, 0.0789849, 2295672, 0, 0
32, 4, 10, 0.779291, 271187, 1.30114, 448133, 0.00108429, 3929861, 0, 0
32, 8, 10, 0.146123, 515026, 1.18891, 971593, 1.80837e-11, 8317818, 0, 0
32, 16, 10, 0.0017992, 921999, 1.02933, 1780695, 7.82256e-15, 15161514, 0, 0
32, 32, 10, 1.07354e-08, 2029996, 0.829858, 3819303, 7.82256e-15, 15296232, 0, 0
32, 64, 10, 7.51183e-15, 4428996, 0.594987, 7997299, 7.82256e-15, 15395924, 0, 0
64, 2, 10, 1.82848, 262984, 1.24373, 403215, 0.00108429, 3823564, 0, 0
64, 4, 10, 0.645194, 427844, 1.14143, 762491, 1.80837e-11, 8302098, 0, 0
64, 8, 10, 0.0665202, 831413, 0.99851, 1567559, 7.82256e-15, 15332009, 0, 0
64, 16, 10, 0.000162652, 1661249, 0.810942, 3233795, 7.82256e-15, 15355465, 0, 0
64, 32, 10, 6.90775e-11, 3678298, 0.583834, 6876017, 7.82256e-15, 15378403, 0, 0
64, 64, 10, 8.90692e-15, 9741008, 0.35642, 15447885, 7.82256e-15, 15472851, 0, 0
128, 2, 10, 1.66577, 486875, 1.04533, 694487, 1.80837e-11, 8347608, 0, 0
128, 4, 10, 0.467827, 790252, 0.930061, 1334869, 7.82256e-15, 15094325, 0, 0
128, 8, 10, 0.0243651, 1555720, 0.764026, 2898350, 7.82256e-15, 15077602, 0, 0
128, 16, 10, 1.47257e-05, 3382518, 0.556277, 6027450, 7.82256e-15, 14972731, 0, 0
128, 32, 10, 3.19704e-13, 8914180, 0.341903, 13813867, 7.82256e-15, 15220959, 0, 0
128, 64, 10, 9.46029e-15, 32053950, 0.135524, 43898490, 7.82256e-15, 15063957, 0, 0
