# ABRIK Runtime Breakdown Benchmark (unified dense/sparse)
# Precision: double
# Input matrix: /lustre/isaac24/scratch/mmelnic1/data/ABRIK/ABRIK_test_mat1.bin
# Input size: 10000 x 10000
# Format: dense
# Block sizes: 1, 4, 8, 16, 32, 64, 128, 
# Matmul counts: 2, 4, 8, 16, 32, 64, 
# Runs per configuration: 10
# Tolerance: 4.94851e-14
# Timings in microseconds
b_sz, num_matmuls, allocation_t, get_factors_t, ungqr_t, reorth_t, qr_t, gemm_A_t, main_loop_t, sketching_t, r_cpy_t, s_cpy_t, norm_t, t_rest, total_t
1, 8, 479, 29974, 27251, 210, 623, 226589, 293397, 20295, 69577, 4, 16, 15089, 390107
1, 8, 597, 43415, 27641, 215, 648, 229440, 294104, 371, 70075, 4, 14, 2651, 375071
1, 8, 572, 25353, 27057, 209, 645, 229418, 293550, 368, 70174, 5, 15, 2329, 356145
1, 8, 615, 30500, 28847, 211, 629, 228965, 295865, 373, 71031, 5, 30, 2834, 364040
1, 8, 603, 48810, 26915, 216, 645, 229669, 293887, 355, 70374, 5, 15, 2399, 380006
1, 8, 569, 55855, 18969, 208, 658, 229585, 282782, 370, 67215, 13, 22, 2672, 376136
1, 8, 499, 36417, 25733, 214, 626, 230336, 290788, 371, 68489, 5, 14, 2373, 365077
1, 8, 586, 43531, 23061, 220, 665, 231140, 290813, 358, 70058, 6, 19, 2398, 372042
1, 8, 575, 23410, 28046, 213, 614, 231967, 296633, 367, 70116, 3, 22, 2296, 357629
1, 16, 1297, 37703, 50461, 751, 898, 428598, 589445, 398, 142891, 9, 56, 2517, 665579
1, 16, 1424, 58070, 55377, 769, 949, 428906, 594172, 367, 142773, 7, 60, 2464, 691166
1, 16, 1328, 30701, 54766, 780, 1015, 426863, 589388, 20060, 137146, 7, 37, 18180, 690883
1, 16, 1442, 25846, 55071, 787, 996, 429051, 591408, 368, 139884, 6, 43, 2368, 655862
1, 16, 1424, 37492, 53105, 752, 963, 429135, 591340, 357, 141221, 9, 38, 2286, 666782
1, 16, 1409, 39425, 54697, 779, 971, 429755, 592650, 361, 140971, 4, 33, 2363, 670768
1, 16, 1402, 43284, 48224, 763, 1025, 429967, 583265, 368, 138253, 8, 43, 2424, 665761
1, 16, 1401, 30532, 54737, 766, 938, 429708, 590179, 359, 139027, 6, 50, 2355, 659879
1, 16, 1428, 56774, 55280, 757, 964, 429645, 594240, 367, 141889, 8, 65, 2476, 689653
1, 16, 1338, 30895, 53829, 764, 1035, 430065, 592961, 374, 142020, 4, 37, 2497, 662858
1, 32, 2033, 26185, 106287, 2927, 1708, 826075, 1181924, 445, 279142, 11, 98, 2499, 1247410
1, 32, 2951, 36430, 102794, 3036, 1683, 821870, 1184102, 374, 289207, 13, 93, 2612, 1261063
1, 32, 1965, 43094, 105692, 3056, 1726, 818820, 1178319, 361, 283120, 9, 98, 2328, 1260269
1, 32, 3543, 40754, 108178, 2808, 1737, 817251, 1177121, 368, 280910, 14, 78, 2429, 1258070
1, 32, 1999, 59251, 107552, 3037, 1647, 820117, 1183775, 371, 285544, 9, 92, 2316, 1281935
1, 32, 1957, 38194, 109159, 3071, 1680, 815866, 1177510, 20183, 279248, 11, 99, 19570, 1289038
1, 32, 1955, 58573, 102261, 3061, 1684, 818385, 1176059, 362, 284531, 13, 81, 2396, 1273302
1, 32, 1968, 43394, 114499, 3028, 1668, 818798, 1184353, 365, 280227, 12, 79, 4224, 1268262
1, 32, 3673, 37075, 108150, 2806, 1666, 817113, 1180278, 369, 284296, 17, 84, 2830, 1258079
1, 32, 1925, 55775, 108682, 2974, 1591, 818263, 1180087, 367, 282830, 13, 96, 2384, 1274900
1, 64, 7430, 167155, 204635, 10943, 3131, 1605864, 2368758, 381, 578254, 24, 227, 2818, 2580862
1, 64, 5822, 38592, 207081, 12729, 3017, 1602388, 2354949, 27070, 560411, 28, 224, 14890, 2472252
1, 64, 6171, 37470, 220018, 12664, 2819, 1604690, 2369641, 375, 563419, 26, 278, 2752, 2450682
1, 64, 6186, 45984, 209572, 10087, 3336, 1617582, 2366433, 354, 559797, 22, 230, 2640, 2455790
1, 64, 6167, 25834, 206479, 9212, 3232, 1617160, 2357792, 369, 556295, 24, 254, 2763, 2427789
1, 64, 6211, 24192, 207618, 9203, 3243, 1614938, 2360926, 374, 560164, 27, 284, 2749, 2429003
1, 64, 6314, 25482, 207321, 9246, 3185, 1613997, 2358200, 353, 558789, 28, 232, 2502, 2427449
1, 64, 6207, 34865, 199014, 9564, 3205, 1621594, 2360917, 377, 561070, 28, 285, 2747, 2438956
1, 64, 6192, 58443, 217948, 12336, 2890, 1605674, 2362056, 390, 557517, 22, 251, 2827, 2464490
1, 64, 6171, 31032, 208401, 12457, 2961, 1607198, 2357189, 369, 560503, 24, 233, 2704, 2432053
4, 2, 1232, 67126, 592, 25041, 13575, 83166, 118911, 456, 78, 2, 4, 2338, 193610
4, 2, 686, 74456, 20567, 122652, 385971, 119877, 472317, 20655, 13900, 4, 6, 22656, 781430
4, 2, 671, 80700, 25713, 109982, 383350, 130509, 515674, 26983, 13691, 4, 5, 22150, 793758
4, 2, 618, 101561, 21756, 102077, 325290, 149385, 457393, 20755, 14002, 4, 7, 22495, 757950
4, 2, 442, 81042, 15092, 103422, 355897, 135318, 470456, 27358, 21077, 4, 6, 15812, 755470
4, 2, 633, 73914, 27925, 95255, 357243, 147851, 488208, 20529, 20420, 4, 5, 21384, 765163
4, 2, 739, 66604, 20645, 105432, 368377, 149613, 483002, 33734, 13527, 4, 6, 21938, 780619
4, 2, 722, 74070, 21725, 115970, 323359, 128479, 469595, 20738, 13763, 4, 6, 26400, 725236
4, 2, 716, 93264, 21375, 108347, 363212, 146433, 492434, 27364, 13562, 3, 6, 17923, 792205
4, 2, 672, 88797, 41286, 96393, 391133, 141006, 486959, 20954, 20402, 4, 10, 19245, 819902
4, 4, 219, 69613, 37616, 316562, 521404, 233619, 1008944, 20708, 34494, 9, 13, 18348, 1252605
4, 4, 1625, 75463, 44846, 298217, 607917, 219524, 1025637, 33165, 33610, 7, 10, 22658, 1337042
4, 4, 1581, 81125, 42715, 324445, 592629, 221392, 1067916, 20416, 34841, 5, 11, 27907, 1347067
4, 4, 1511, 87130, 42040, 321758, 586004, 230924, 1074107, 20323, 34007, 7, 13, 22014, 1345731
4, 4, 1575, 81422, 29193, 263527, 600603, 243086, 981819, 20805, 26448, 10, 15, 26629, 1293313
4, 4, 1745, 86856, 42957, 309335, 569106, 238897, 1033588, 20922, 27660, 7, 15, 19167, 1316667
4, 4, 1503, 68283, 28998, 343570, 579515, 257823, 1065975, 20655, 40396, 9, 10, 24617, 1365379
4, 4, 1580, 95137, 49102, 319691, 611658, 219590, 1092316, 13867, 40915, 9, 10, 29748, 1381307
4, 4, 1332, 77639, 46112, 281704, 603035, 223204, 980952, 20588, 27496, 6, 12, 29457, 1310585
4, 4, 1597, 75441, 42690, 314440, 591278, 254413, 1066645, 34455, 26923, 8, 16, 23134, 1364395
4, 8, 5523, 77576, 75900, 741539, 1012287, 412933, 2096909, 20676, 48156, 15, 27, 17135, 2411767
4, 8, 3689, 87666, 71428, 743596, 896466, 432894, 2058797, 20957, 66020, 12, 24, 22623, 2345375
4, 8, 3066, 82295, 74582, 707698, 1012067, 422540, 2125571, 21087, 69422, 14, 39, 18958, 2411768
4, 8, 2589, 88164, 97944, 716914, 1049063, 438344, 2193046, 21134, 81827, 13, 29, 32441, 2528462
4, 8, 2699, 81172, 64283, 697992, 1084321, 417855, 2138191, 21009, 68924, 12, 26, 15922, 2454215
4, 8, 2389, 101021, 64424, 695997, 1087104, 437515, 2172687, 27739, 61989, 13, 27, 16645, 2494863
4, 8, 2404, 80421, 77803, 726591, 956740, 441257, 2053041, 20653, 48158, 12, 27, 25952, 2380018
4, 8, 2530, 81420, 77757, 691740, 1104475, 447588, 2256497, 27252, 88699, 16, 31, 23022, 2544530
4, 8, 2576, 66625, 83114, 705129, 1127645, 430655, 2248321, 20753, 81722, 13, 29, 23254, 2541515
4, 8, 2810, 87785, 71517, 718410, 992494, 420887, 2143808, 18983, 68526, 14, 36, 15524, 2396986
4, 16, 3846, 254130, 148247, 1542273, 1942425, 828320, 4452736, 28120, 131514, 28, 450, 18496, 4897849
4, 16, 9170, 225938, 138221, 1498424, 1889881, 815438, 4319546, 21261, 137800, 31, 93, 18772, 4755029
4, 16, 8591, 226397, 169739, 1633270, 2038803, 768517, 4583368, 34244, 123409, 33, 268, 30101, 5033372
4, 16, 8082, 201454, 128097, 1613978, 2061839, 841716, 4611435, 21351, 130641, 31, 100, 16268, 5023557
4, 16, 8474, 217950, 135988, 1589419, 1818275, 815427, 4456388, 20488, 130806, 24, 84, 23114, 4760049
4, 16, 8409, 177378, 149416, 1512926, 1851809, 789074, 4283040, 20600, 128649, 24, 202, 15932, 4654419
4, 16, 8036, 232636, 143957, 1568941, 1983084, 817322, 4491058, 20826, 111518, 28, 227, 16018, 4902593
4, 16, 8378, 219327, 133822, 1497539, 2059954, 762801, 4353741, 20680, 96350, 26, 200, 16398, 4815475
4, 16, 8169, 220425, 148406, 1452644, 2203523, 744039, 4525199, 27117, 125512, 30, 318, 17023, 4947206
4, 16, 8566, 61321, 115338, 1622193, 2029276, 820444, 4549363, 21373, 122650, 27, 163, 16042, 4817393
4, 32, 5687, 619513, 259946, 3112351, 3617053, 1528888, 8749256, 459, 235669, 55, 222, 2619, 9382462
4, 32, 8767, 491491, 277644, 3316766, 3908508, 1580097, 9237152, 20587, 284868, 62, 244, 16791, 9905825
4, 32, 7591, 591893, 251047, 3162929, 3907664, 1662471, 9091231, 32193, 254680, 76, 224, 22706, 9893474
4, 32, 8385, 581099, 251838, 3267426, 3841092, 1554822, 8999839, 20991, 226126, 58, 215, 16310, 9768362
4, 32, 7417, 550457, 262059, 3225688, 3548400, 1558097, 8728046, 20654, 281042, 63, 268, 16058, 9470203
4, 32, 7539, 614315, 266318, 3117567, 3842135, 1627115, 9004363, 32944, 299462, 68, 218, 26496, 9834177
4, 32, 7658, 518309, 302096, 3262064, 3915722, 1604289, 9163413, 28349, 259862, 60, 228, 29020, 9927657
4, 32, 7798, 572243, 274568, 2947862, 3532064, 1561446, 8426017, 38977, 257857, 65, 221, 34805, 9227906
4, 32, 7676, 602746, 268886, 3168342, 3834121, 1559221, 8939338, 20787, 247862, 68, 220, 16113, 9726042
4, 32, 7630, 505717, 253999, 3210587, 3934495, 1585432, 9063949, 20763, 244281, 70, 222, 19649, 9782845
4, 64, 8812, 911930, 511281, 6743024, 7591328, 3096874, 18336906, 20977, 530515, 101, 919, 16600, 19432361
4, 64, 8627, 326280, 503733, 6223417, 7350053, 3075462, 17497370, 27303, 498999, 97, 989, 32700, 18047660
4, 64, 16907, 1139120, 528752, 6633018, 7326121, 3260282, 18076831, 27738, 522492, 116, 871, 23303, 19478720
4, 64, 7583, 1078466, 508476, 6281217, 7324577, 3122495, 17610133, 34621, 518400, 105, 2915, 23410, 18902265
4, 64, 13742, 1079737, 561769, 6456954, 7465106, 3101771, 17933801, 21732, 499680, 122, 847, 23350, 19224810
4, 64, 8801, 1166397, 517276, 6468148, 7436062, 3103586, 17892006, 33883, 506551, 97, 1093, 16353, 19258247
4, 64, 8191, 1166260, 497134, 6192195, 7358173, 3089792, 17509496, 20821, 524601, 94, 9463, 20231, 18886955
4, 64, 12540, 1237619, 528518, 6438915, 7625307, 3082783, 18001986, 20455, 472196, 114, 888, 16232, 19435567
4, 64, 8682, 1133800, 550132, 6529374, 7289298, 3229028, 17920744, 21400, 510254, 123, 1125, 26815, 19300031
4, 64, 15594, 1281496, 500696, 6306238, 7576735, 3187539, 17937636, 20360, 526066, 107, 889, 37909, 19453629
8, 2, 500, 69594, 21981, 109830, 595425, 143856, 614024, 48203, 13727, 4, 19, 23721, 1026860
8, 2, 2847, 74088, 15416, 116847, 699888, 131234, 713951, 20820, 14108, 4, 7, 16508, 1091767
8, 2, 1987, 81000, 28763, 115983, 673465, 138096, 692999, 27256, 13954, 5, 6, 15666, 1096181
8, 2, 1680, 67294, 22547, 110218, 621303, 155089, 650694, 35199, 13972, 5, 7, 30161, 1057475
8, 2, 2157, 81229, 35529, 116457, 677840, 128108, 663387, 21004, 14124, 4, 7, 16317, 1092776
8, 2, 2154, 66757, 14893, 115676, 646256, 124082, 663657, 21454, 13982, 4, 8, 16241, 1021507
8, 2, 2090, 70188, 15911, 89834, 754535, 120980, 696836, 20593, 20360, 4, 7, 17039, 1111541
8, 2, 2155, 68231, 28895, 123824, 628257, 132646, 690029, 20678, 20697, 6, 7, 16385, 1041781
8, 2, 2030, 80068, 15983, 131063, 630408, 145702, 699113, 33696, 13915, 4, 8, 30259, 1083136
8, 2, 1771, 81999, 22110, 129685, 728053, 129396, 711795, 40805, 14001, 5, 7, 16592, 1164424
8, 4, 6367, 119191, 44158, 290407, 1101375, 225213, 1457471, 20288, 27851, 7, 16, 25439, 1860312
8, 4, 3793, 114397, 57095, 316257, 1123622, 250744, 1455419, 28170, 33949, 7, 15, 23218, 1951267
8, 4, 2935, 119996, 37319, 283489, 1093600, 233772, 1437846, 33567, 21934, 7, 15, 16976, 1843610
8, 4, 2810, 130342, 37383, 315850, 1057552, 220196, 1432708, 21158, 27401, 8, 15, 25363, 1838078
8, 4, 3092, 95627, 52002, 289699, 1128311, 242477, 1480613, 33896, 40564, 8, 18, 20305, 1905999
8, 4, 3270, 113005, 55713, 309489, 1061818, 221430, 1393265, 20699, 35035, 8, 15, 16270, 1836752
8, 4, 2868, 101635, 49821, 303334, 1047559, 243051, 1431977, 20746, 27573, 7, 16, 15926, 1812536
8, 4, 3394, 107190, 45798, 328047, 1098302, 221641, 1466491, 20767, 40949, 9, 16, 25648, 1891761
8, 4, 3431, 128186, 36504, 326087, 1022526, 286131, 1450914, 27379, 28031, 22, 17, 15770, 1874084
8, 4, 2943, 129349, 29981, 320811, 1139918, 207659, 1407837, 34390, 13997, 8, 17, 16555, 1895628
8, 8, 7898, 216555, 67086, 792885, 2024410, 414929, 3109265, 36569, 61669, 28, 40, 38867, 3660936
8, 8, 5687, 198288, 80440, 766185, 1973739, 435342, 3099125, 20964, 68706, 15, 41, 16245, 3565652
8, 8, 5248, 184759, 66755, 709492, 1851739, 517771, 2927899, 27378, 48462, 13, 43, 15782, 3427442
8, 8, 5312, 271702, 72256, 701757, 1906731, 463546, 3011320, 21225, 88874, 14, 43, 15446, 3546906
8, 8, 4701, 208860, 81806, 740758, 1908931, 404137, 2952659, 27065, 75796, 19, 45, 15712, 3467830
8, 8, 4964, 256240, 53824, 778349, 2078863, 432312, 3099102, 28047, 42865, 13, 44, 16202, 3691723
8, 8, 4917, 229378, 72611, 604176, 1655814, 422479, 2591907, 21169, 80655, 12, 40, 16455, 3107706
8, 8, 5302, 237827, 66035, 757706, 1985069, 430185, 3039525, 34116, 55898, 17, 50, 15862, 3588067
8, 8, 4684, 190607, 79147, 710926, 1870582, 422226, 2888758, 21259, 55048, 13, 40, 16478, 3371010
8, 8, 5175, 256007, 54708, 744096, 1850222, 437648, 2937173, 20745, 68380, 17, 46, 16019, 3453063
8, 16, 12258, 397879, 124537, 1593866, 3739586, 861256, 6160783, 34211, 142137, 50, 139, 23531, 6929450
8, 16, 9004, 589046, 132085, 1601371, 3474814, 903229, 5974759, 20922, 111916, 31, 111, 27217, 6869746
8, 16, 9701, 606261, 132041, 1635451, 3649783, 813177, 6057649, 20918, 128998, 29, 103, 17723, 7014185
8, 16, 9545, 529724, 132768, 1529170, 3516573, 865706, 5946060, 20880, 128435, 29, 115, 15813, 6748758
8, 16, 9684, 551085, 136730, 1630669, 3636538, 800742, 6140116, 34695, 154590, 30, 120, 31653, 6986536
8, 16, 9483, 485023, 145998, 1557365, 3468138, 823033, 5804687, 40325, 117023, 24, 108, 26179, 6672699
8, 16, 9762, 547847, 149588, 1453743, 3462172, 800174, 5743818, 31901, 127755, 28, 107, 24606, 6607683
8, 16, 9505, 596811, 125853, 1603765, 3420232, 845394, 5885793, 21094, 136492, 25, 114, 16678, 6775963
8, 16, 10948, 593152, 152508, 1612256, 3793002, 838150, 6265007, 20974, 117034, 29, 104, 22637, 7160794
8, 16, 9684, 623865, 135008, 1492029, 3426528, 819974, 5706884, 20866, 123218, 45, 111, 26285, 6677613
8, 32, 8789, 991048, 264274, 3011093, 6781785, 1639193, 11782145, 27242, 241900, 52, 565, 16116, 12982057
8, 32, 16334, 1103043, 221699, 3179641, 6637426, 1678811, 11681348, 20722, 194844, 61, 577, 16960, 13070118
8, 32, 18177, 1131309, 295850, 3266022, 7104434, 1531744, 12243277, 27051, 262003, 66, 1866, 17247, 13655769
8, 32, 20017, 1152433, 239920, 3130421, 6540260, 1571478, 11479502, 27737, 225269, 69, 481, 16524, 12924609
8, 32, 16619, 1115644, 246056, 3324077, 6706281, 1596670, 11909131, 27930, 274155, 64, 441, 16208, 13324145
8, 32, 20508, 1165727, 256858, 3312517, 6392718, 1623968, 11581666, 27496, 254802, 62, 503, 16788, 13071947
8, 32, 20925, 1224562, 267601, 3283064, 6899123, 1626382, 12108609, 27377, 270762, 58, 470, 22795, 13643119
8, 32, 18323, 1079734, 298441, 3071207, 7064137, 1594552, 12037673, 20689, 255983, 50, 2497, 15613, 13421226
8, 32, 17015, 1153884, 261676, 3422988, 6878752, 1630226, 12198612, 20517, 226806, 55, 447, 16104, 13628470
8, 32, 20529, 583810, 273716, 3050953, 6667458, 1611915, 11627475, 20734, 261575, 53, 447, 16517, 12507707
8, 64, 25319, 245775, 510309, 6470751, 13880996, 3241253, 24398179, 27310, 506292, 143, 2038, 17102, 24927288
8, 64, 22249, 2457535, 494823, 6299705, 13494756, 3163493, 23644598, 20547, 462097, 115, 2117, 24291, 26441728
8, 64, 21350, 1987843, 518192, 6418276, 13445768, 3174787, 23739777, 20973, 434032, 113, 1999, 23344, 26046677
8, 64, 22491, 1324425, 478961, 6563513, 13023672, 3202231, 23393632, 27662, 397916, 119, 1992, 17335, 25060317
8, 64, 23413, 686375, 499583, 6509304, 13296247, 3202045, 23723605, 21012, 441389, 101, 2007, 17736, 24699212
8, 64, 21481, 778068, 510466, 6871312, 13914137, 3185386, 24708853, 27007, 502893, 127, 2053, 17148, 25830078
8, 64, 21242, 349999, 534273, 6474807, 13504566, 3132534, 23895138, 27325, 464568, 112, 1937, 16403, 24527766
8, 64, 24007, 877960, 516828, 6497160, 13308575, 3156028, 23703730, 27051, 450942, 105, 1956, 23997, 24884609
8, 64, 21729, 617080, 522046, 6565984, 13287195, 3213259, 23828971, 21028, 505696, 115, 1972, 16980, 24773084
8, 64, 22190, 2713313, 537389, 6672611, 13173434, 3159844, 23794109, 27798, 468716, 119, 2004, 16767, 26794185
16, 2, 7308, 113881, 32232, 95757, 99891, 104119, 283345, 34619, 20265, 4, 8, 16746, 524830
16, 2, 3953, 108597, 17631, 82556, 145425, 134626, 295552, 20909, 15252, 4, 9, 15622, 544584
16, 2, 3563, 113340, 24940, 80565, 104480, 140300, 256359, 40857, 13675, 4, 8, 16452, 538184
16, 2, 3240, 98500, 31566, 109379, 113501, 126225, 306977, 33216, 13052, 4, 8, 23792, 552483
16, 2, 4145, 118327, 24985, 102894, 113904, 114908, 302849, 20893, 27022, 4, 7, 17034, 544123
16, 2, 3139, 104874, 18440, 82425, 100072, 132460, 273997, 27597, 27560, 3, 6, 16480, 513056
16, 2, 3970, 119462, 29377, 91843, 99591, 127991, 289323, 27442, 14553, 3, 7, 15688, 529927
16, 2, 4120, 98249, 38492, 103284, 114030, 114752, 310315, 27440, 13998, 2, 8, 23140, 537515
16, 2, 4211, 100296, 31656, 89914, 107730, 121989, 289921, 20806, 19356, 2, 6, 16168, 512134
16, 2, 4037, 92655, 24908, 107925, 113295, 134481, 313676, 21044, 13735, 3, 8, 30962, 543053
16, 4, 5691, 210581, 41975, 315518, 176707, 229325, 711139, 40962, 35040, 8, 16, 23052, 1078875
16, 4, 5954, 251257, 55562, 269682, 180869, 236531, 675845, 33825, 35078, 6, 19, 16250, 1085033
16, 4, 5756, 209662, 49037, 301539, 169054, 218990, 691866, 20719, 27724, 6, 27, 31475, 1033989
16, 4, 5684, 237110, 42256, 261986, 188672, 216967, 657530, 20871, 35154, 6, 17, 15641, 1024364
16, 4, 6848, 242257, 54144, 281428, 165471, 215237, 682276, 30360, 41195, 7, 21, 16191, 1053159
16, 4, 5218, 223924, 47397, 325447, 193427, 201032, 721842, 27937, 35216, 7, 21, 15503, 1075129
16, 4, 4813, 244310, 43757, 289270, 182253, 232284, 692823, 34307, 33707, 8, 21, 15892, 1080622
16, 4, 4829, 228983, 67504, 301835, 174946, 173158, 698123, 7544, 27535, 11, 20, 15777, 1002142
16, 4, 5079, 258941, 68210, 260803, 174570, 214529, 666066, 20701, 35351, 5, 18, 15975, 1054182
16, 4, 6055, 244162, 47215, 273531, 187223, 220736, 675720, 20784, 28422, 6, 19, 16738, 1044891
16, 8, 11855, 416463, 94871, 690679, 328000, 393440, 1489624, 34100, 56236, 13, 64, 29829, 2055550
16, 8, 10275, 520125, 88575, 673511, 353047, 393698, 1474242, 27534, 58143, 14, 61, 18030, 2143013
16, 8, 8784, 537231, 82256, 676057, 359881, 398253, 1492312, 27433, 57016, 16, 58, 15567, 2162552
16, 8, 6858, 574142, 87993, 665238, 332195, 377524, 1473106, 21445, 84055, 13, 57, 16202, 2165722
16, 8, 8249, 514228, 94555, 670296, 311376, 408929, 1464385, 20899, 66741, 15, 60, 22138, 2117486
16, 8, 9489, 529087, 61306, 732554, 332480, 424086, 1566117, 14514, 89940, 14, 60, 23048, 2216578
16, 8, 6292, 581782, 94643, 638327, 309922, 386562, 1417808, 27323, 75040, 12, 64, 16328, 2136295
16, 8, 8562, 618177, 84882, 688413, 308091, 398224, 1466380, 20692, 62617, 15, 58, 30012, 2219743
16, 8, 7389, 567279, 87238, 681466, 353168, 399156, 1490707, 21294, 62722, 11, 57, 16419, 2196199
16, 8, 10173, 570966, 92103, 714523, 347903, 392322, 1520678, 14295, 62281, 13, 53, 22904, 2227536
16, 16, 16693, 599782, 161326, 1556070, 590469, 760474, 3133228, 27132, 144796, 24, 242, 15932, 3872940
16, 16, 16180, 826480, 182197, 1489118, 638605, 733402, 3095877, 14532, 140685, 27, 245, 23934, 4065405
16, 16, 15296, 1252073, 160987, 1536317, 598866, 757980, 3119193, 19009, 146050, 27, 223, 23889, 4510717
16, 16, 16090, 1214740, 159150, 1448974, 646202, 756891, 3067648, 28174, 136652, 27, 229, 37782, 4444911
16, 16, 15585, 1157671, 187909, 1514015, 647495, 742281, 3140055, 27718, 136366, 23, 239, 30633, 4459935
16, 16, 16075, 1053860, 186684, 1440248, 607965, 765819, 3046908, 20616, 128317, 27, 218, 17076, 4236905
16, 16, 17207, 1021115, 188792, 1438566, 637469, 756029, 3112012, 20879, 166057, 24, 219, 17612, 4263969
16, 16, 17666, 1193886, 154799, 1421878, 606298, 760421, 3008128, 27504, 138897, 24, 219, 16158, 4337750
16, 16, 15527, 1163132, 179349, 1498984, 643987, 764944, 3131546, 20819, 120483, 25, 238, 23694, 4431182
16, 16, 17184, 1255248, 198225, 1458699, 632552, 727333, 3100196, 15086, 171340, 28, 232, 29469, 4505396
16, 32, 20801, 356227, 315411, 2897949, 1188592, 1473530, 6096113, 20777, 296334, 48, 949, 28809, 6599427
16, 32, 30133, 798600, 345867, 3059879, 1239866, 1472855, 6301506, 20669, 264702, 60, 979, 16520, 7250130
16, 32, 24572, 827246, 328086, 2939943, 1182483, 1459707, 6118952, 27517, 296508, 59, 1011, 16844, 7103976
16, 32, 26437, 1426876, 324842, 3080958, 1246211, 1486577, 6327634, 34319, 263308, 58, 973, 17435, 7907994
16, 32, 25720, 2982689, 325835, 2873130, 1227750, 1530496, 6132411, 20914, 263745, 64, 1013, 29859, 9281215
16, 32, 26156, 995067, 352155, 2925742, 1222265, 1409050, 6145825, 371, 281714, 61, 1003, 2638, 7216222
16, 32, 25086, 1163176, 332606, 3009083, 1224439, 1492302, 6238276, 21542, 276303, 59, 993, 17064, 7562653
16, 32, 25549, 1022444, 364311, 3025565, 1268960, 1477774, 6304328, 27588, 266861, 63, 990, 16706, 7496811
16, 32, 25450, 739379, 310608, 3156464, 1223810, 1474526, 6344392, 20647, 258281, 52, 1036, 22715, 7232968
16, 32, 26600, 2570337, 334367, 3048048, 1272862, 1472807, 6323041, 14017, 277081, 63, 1017, 23936, 9041135
16, 64, 13897, 1906318, 661330, 5961798, 2433281, 2935869, 12475880, 27450, 567116, 106, 4869, 19328, 14531362
16, 64, 12371, 2225193, 641412, 6072989, 2387061, 2931886, 12558308, 1904, 578944, 105, 4891, 2370, 14859126
16, 64, 14264, 214056, 640685, 6064735, 2456731, 2963664, 12634095, 1521, 561063, 112, 4930, 2296, 12924057
16, 64, 12501, 517549, 660561, 6236630, 2414880, 2957763, 12789151, 1368, 556244, 104, 4904, 2301, 13364805
16, 64, 14365, 744907, 639358, 5929152, 2452822, 2938349, 12472813, 1208, 551801, 107, 4910, 2317, 13279296
