# ABRIK Runtime Breakdown Benchmark (unified dense/sparse)
# Precision: double
# Input matrix: /lustre/isaac24/scratch/mmelnic1/data/ABRIK/ABRIK_test_mat1.bin
# Input size: 10000 x 10000
# Format: dense
# Block sizes: 1, 4, 8, 16, 32, 64, 128, 
# Matmul counts: 2, 4, 8, 16, 32, 64, 
# Runs per configuration: 10
# Tolerance: 4.94851e-14
# Timings in microseconds
b_sz, num_matmuls, allocation_t, get_factors_t, ungqr_t, reorth_t, qr_t, gemm_A_t, main_loop_t, sketching_t, r_cpy_t, s_cpy_t, norm_t, t_rest, total_t
1, 2, 182, 14244, 14224, 22, 36455, 95789, 83659, 31958, 16910, 4111, 7109, 323984, 544988
1, 2, 366, 42, 6620, 20, 496, 82783, 74227, 375, 17538, 3, 6, 19721, 127970
1, 2, 367, 48, 6768, 19, 457, 81886, 74533, 5308, 17415, 1, 7, 25560, 137836
1, 2, 58, 37, 6993, 20, 502, 80653, 74833, 20087, 17535, 2, 14, 25805, 151706
1, 2, 41, 37, 6915, 19, 491, 81396, 74905, 12550, 17622, 2, 4, 26116, 145193
1, 2, 48, 38, 6808, 30, 515, 80709, 74786, 20206, 17587, 1, 5, 25931, 151878
1, 2, 53, 38, 6799, 20, 516, 80309, 74572, 19848, 17447, 1, 10, 26828, 151869
1, 2, 48, 39, 7351, 21, 494, 82437, 76269, 13962, 17282, 3, 6, 26605, 148248
1, 2, 75, 33, 7696, 19, 500, 79758, 74025, 20247, 16949, 2, 4, 25514, 150797
1, 2, 44, 43, 5193, 19, 455, 80811, 72275, 11764, 17447, 2, 4, 25670, 141452
1, 4, 114, 70354, 11601, 62, 564, 130077, 144320, 5399, 34205, 1, 9, 25609, 277995
1, 4, 288, 56783, 13742, 63, 586, 131095, 146844, 368, 34318, 3, 10, 14732, 251988
1, 4, 288, 24283, 12782, 70, 596, 131943, 146096, 359, 34636, 3, 24, 2256, 207240
1, 4, 352, 31252, 12265, 62, 558, 131899, 145918, 384, 34938, 3, 10, 2324, 214047
1, 4, 355, 57879, 13587, 64, 564, 131903, 147250, 386, 34946, 3, 6, 2523, 242216
1, 4, 282, 25410, 13922, 66, 597, 130809, 147436, 375, 34950, 3, 8, 17672, 224094
1, 4, 349, 35178, 6730, 61, 564, 132019, 137098, 353, 31552, 3, 6, 2229, 209044
1, 4, 350, 16449, 5300, 63, 560, 132017, 135945, 374, 31972, 3, 6, 2408, 189502
1, 4, 352, 29496, 12650, 62, 567, 132167, 145596, 361, 34150, 2, 13, 2295, 212115
1, 4, 352, 24450, 13688, 60, 648, 132100, 146589, 359, 34222, 3, 10, 2206, 208098
1, 8, 1126, 64939, 25708, 209, 728, 229181, 290968, 371, 68960, 3, 19, 2879, 394123
