# ABRIK Speed Comparison Benchmark (unified dense/sparse)
# Precision: double
# Input matrix: /home/mymel/data/ABRIK_benchmark/input_matrices/CurlCurl_1.mtx
# Input size: 226451 x 226451
# Format: sparse
# Target rank: 10
# Block sizes: 4, 8, 16, 32, 
# Matmul counts: 2, 4, 8, 16, 32, 64, 128, 
# Tolerance: 4.94851e-14
# Run GESDD: no
# Residual metric: sqrt(||S^{-1}AV - U||^2_F + ||(A'U)S^{-1} - V||^2_F)
# Timings in microseconds
b_sz, num_matmuls, target_rank, err_ABRIK, dur_ABRIK, err_RSVD, dur_RSVD, err_SVDS, dur_SVDS, err_SVD, dur_SVD
4, 2, 10, 1.88193, 72073, 1.1156, 56740, 1.49291, 142101, 0, 0
4, 4, 10, 2.05381, 112056, 1.62834, 114952, 1.49291, 85948, 0, 0
4, 8, 10, 0.917971, 144572, 1.70062, 283812, 0.465014, 149085, 0, 0
4, 16, 10, 0.114303, 321777, 1.55267, 663460, 0.00529075, 367693, 0, 0
4, 32, 10, 0.00461746, 951281, 1.38894, 1188410, 0.0184041, 699156, 0, 0
4, 64, 10, 0.000563676, 2104297, 1.2269, 3015917, 0.000163042, 1678944, 0, 0
4, 128, 10, 9.67967e-15, 5701797, 1.02075, 7954304, 1.39422e-05, 3200345, 0, 0
8, 2, 10, 2.6854, 74483, 1.63984, 80825, 1.49291, 68097, 0, 0
8, 4, 10, 2.02876, 131295, 1.68707, 171849, 0.465014, 107752, 0, 0
8, 8, 10, 0.413453, 269515, 1.53335, 490067, 0.00529075, 393024, 0, 0
8, 16, 10, 0.0214673, 631544, 1.38373, 898466, 0.0184041, 638504, 0, 0
8, 32, 10, 0.00288299, 1445072, 1.22078, 2238370, 0.000163042, 1604579, 0, 0
8, 64, 10, 3.58452e-11, 4281016, 1.01481, 5701271, 1.39422e-05, 3247069, 0, 0
8, 128, 10, 9.8556e-15, 12548470, 0.816709, 19443848, 8.20265e-11, 7085995, 0, 0
16, 2, 10, 2.90991, 243570, 1.67601, 176211, 0.465014, 115809, 0, 0
16, 4, 10, 0.802831, 402894, 1.50519, 465583, 0.00529075, 399078, 0, 0
16, 8, 10, 0.166093, 738125, 1.35735, 904325, 0.0184041, 694129, 0, 0
16, 16, 10, 0.00801982, 1759528, 1.20308, 1786925, 0.000163042, 1499064, 0, 0
16, 32, 10, 1.66285e-05, 3935784, 1.00477, 4832306, 1.39422e-05, 3084129, 0, 0
16, 64, 10, 1.08183e-14, 10440630, 0.808965, 15292277, 8.20265e-11, 7145843, 0, 0
16, 128, 10, 1.15609e-14, 31429154, 0.618939, 45182264, 1.95585e-14, 10085555, 0, 0
32, 2, 10, 2.623, 651840, 1.4375, 394764, 0.00529075, 453384, 0, 0
32, 4, 10, 0.662582, 1109537, 1.29786, 807258, 0.0184041, 679479, 0, 0
32, 8, 10, 0.0886589, 2384310, 1.16109, 1755733, 0.000163042, 1665539, 0, 0
32, 16, 10, 0.000462077, 5153385, 0.980828, 4146785, 1.39422e-05, 3627872, 0, 0
32, 32, 10, 2.38806e-11, 11730550, 0.792827, 13889688, 8.20265e-11, 6832662, 0, 0
32, 64, 10, 1.17099e-14, 31193302, 0.608906, 40427748, 1.95585e-14, 10682841, 0, 0
32, 128, 10, 1.28553e-14, 102847149, 0.449651, 139223769, 1.95585e-14, 12023755, 0, 0
