# ABRIK Per-Triplet Accuracy Analysis
# Precision: double
# Input matrix: input_matrices/10000x10000_rank_10000/ABRIK_test_mat6.txt
# Input size: 10000 x 10000
# b_sz: 16
# num_matmuls: 64
# Total matvecs: 1024
# Singular triplets: 512
# ABRIK time (us): 2699522
# GESDD time (us): 155494792
# Residual metric: sqrt(||E_left||^2 + ||E_right||^2) where E_left = inv(s)*Av - u, E_right = v - A'u*inv(s)
# svec_diff metric: sqrt((sin^2(angle(u_g,u_a)) + sin^2(angle(v_g,v_a)))/2), sin via Householder QR
i, res_err_abrik, res_err_gesdd, sval_diff, svec_diff
302, 0.131163325696072, 4.7655755399217e-15, 0.229296308357042, 0.999993304740007
303, 0.131232061239958, 4.52954723661047e-15, 0.233796437261339, 0.999988782499339
304, 0.13587833353716, 4.2201453724657e-15, 0.235125543940518, 0.999999531020795
305, 0.14194385957915, 4.30879309112215e-15, 0.250992746482117, 0.999998151859441
306, 0.138693060053353, 4.27845556463038e-15, 0.254904408215572, 0.999994005699823
307, 0.148112667632319, 4.31515279535606e-15, 0.255928279922072, 0.999996569480137
308, 0.15149419670453, 4.56617481107044e-15, 0.25710118775295, 0.999958424117013
309, 0.146677325125358, 4.15030118633979e-15, 0.25999051502723, 0.999995478856747
310, 0.148443735673421, 4.26919707193008e-15, 0.261514646078721, 0.999991197662386
311, 0.15668365783298, 4.21127042987354e-15, 0.262375923766578, 0.999970109623787
312, 0.156178176234823, 4.77391919937453e-15, 0.263554555251045, 0.999949475665627
313, 0.146841756172047, 4.7177548815259e-15, 0.267063873906645, 0.999999254422325
314, 0.164006538839487, 4.11672677102808e-15, 0.266592107411141, 0.999999456310247
315, 0.156891188334929, 4.96301641660468e-15, 0.269160252051173, 0.9999659570369
316, 0.152555446562447, 4.443380862573e-15, 0.269848206191021, 0.999995744049871
317, 0.152917071319226, 4.40587424944252e-15, 0.270066286119105, 0.99998921047665
318, 0.159563274342797, 4.70231106061374e-15, 0.270675283484143, 0.999996292532633
319, 0.152274828736504, 4.47269861510632e-15, 0.274441290508351, 0.999960269485273
320, 0.14913046258172, 4.17698185516875e-15, 0.277005867321103, 0.999999466736117
321, 0.165333565552177, 5.23673316249267e-15, 0.297112754981511, 0.999996788014084
322, 0.158848458826309, 5.16621979646357e-15, 0.298988483337334, 0.999987392088059
323, 0.163834091488651, 4.42240533881657e-15, 0.30114855292933, 0.999997284774524
324, 0.162290435165476, 4.33796410854549e-15, 0.30246786394371, 0.999999871549568
325, 0.170098315747969, 4.45888438435882e-15, 0.301413136391759, 0.999996619653641
326, 0.169701005587619, 4.37433986375067e-15, 0.30244613362391, 0.999998934714851
327, 0.162926995202607, 4.5668998648415e-15, 0.303573862760024, 0.999998874862322
328, 0.159967216878677, 4.45161892750712e-15, 0.30618088258348, 0.99999528829837
329, 0.166413514253187, 4.75454172557149e-15, 0.30679028823942, 0.999999747792018
330, 0.163570499150715, 4.75513677437001e-15, 0.306921522308258, 0.999979828697609
331, 0.174898558864048, 4.74745199245275e-15, 0.307967841666331, 0.999999893069079
332, 0.170713639651569, 4.1397286482906e-15, 0.31037676722268, 0.999999308747472
333, 0.151954023380835, 3.94132244417396e-15, 0.310769910208616, 0.999993410609292
334, 0.164522977970884, 4.86282647931012e-15, 0.312103650537667, 0.999999366076726
335, 0.172407407596516, 4.588960741316e-15, 0.315840936696759, 0.999999038648109
336, 0.169395351014213, 4.54207717798999e-15, 0.318466537224888, 0.999999989199794
337, 0.181996088582727, 4.45729107615736e-15, 0.341250916980907, 0.99999999911943
338, 0.172614072414798, 4.81957487511578e-15, 0.342997877939226, 0.999969218062207
339, 0.183816614528821, 4.38120844169558e-15, 0.344886302950978, 0.999998021189547
340, 0.17706320287222, 4.42880256208563e-15, 0.345379384482784, 0.999999769652501
341, 0.181141500679435, 4.38404882432725e-15, 0.346580375675368, 0.999991694778811
342, 0.191287623255483, 5.03114642061706e-15, 0.347493857308272, 0.999997577836399
343, 0.183202300033186, 4.71986709185576e-15, 0.349471359709385, 0.999999835135525
344, 0.191093074678259, 4.36358165549244e-15, 0.350799795630892, 0.999999019174744
345, 0.192146535104897, 4.24483055725595e-15, 0.351789243163175, 0.999996559514782
346, 0.190996097189921, 4.34733350990868e-15, 0.352629589816843, 0.999991436337851
347, 0.189221756287247, 4.61573832870476e-15, 0.353912647057924, 0.99999834547569
348, 0.191583531995047, 4.50789370281187e-15, 0.3540528262573, 0.999999561295365
349, 0.195431541445393, 4.44682013461337e-15, 0.355889687940746, 0.999999459165373
350, 0.18011086130658, 4.7346719699675e-15, 0.357315203978292, 0.999997673049317
351, 0.174492925803223, 4.3504365910077e-15, 0.360225359939135, 0.999999030504954
352, 0.196065037135966, 4.69757934486692e-15, 0.362281948503171, 0.999963754801471
353, 0.211564037597303, 4.55889650948369e-15, 0.388912117092345, 0.999998984585686
354, 0.230410329147659, 4.77204831671659e-15, 0.392821027383873, 0.999999555574219
355, 0.219286833463306, 4.55007915833376e-15, 0.394142762811115, 0.999986021861284
356, 0.20973061257986, 4.41608823228262e-15, 0.395183609966862, 0.999999790268987
357, 0.2242117302373, 4.38155088066322e-15, 0.396694758542576, 0.999974890536097
358, 0.225555133576595, 4.56782798954021e-15, 0.397731906720152, 0.999993030412165
359, 0.220616417972168, 4.48477449315977e-15, 0.398392789891763, 0.99999938851397
360, 0.211020891534315, 4.53577219753015e-15, 0.400671478850907, 0.999999810328655
361, 0.221215303590208, 4.54751640872308e-15, 0.400652443108183, 0.99999764477889
362, 0.215616466934605, 4.99410116075562e-15, 0.401559905755822, 0.999995673222302
363, 0.21679712664841, 4.38949816977294e-15, 0.402545488277962, 0.999997972351434
364, 0.21113041806765, 4.69748304412429e-15, 0.403373240279192, 0.999999590986066
365, 0.212183355859084, 4.46824478570442e-15, 0.403811403329556, 0.999991994440638
366, 0.205568266362955, 4.41244455632236e-15, 0.405401491091696, 0.999995599596729
367, 0.219824453114396, 4.5246979559344e-15, 0.408130172065654, 0.999999458446302
368, 0.218739302045822, 4.07805979872717e-15, 0.410527083922112, 0.999999619572687
369, 0.227951289699423, 5.08617574979057e-15, 0.441517638049819, 0.999999714972176
370, 0.243342222425756, 4.50551105698495e-15, 0.441936708120822, 0.999999930408529
371, 0.229047018899542, 4.50819772839377e-15, 0.444908103803963, 0.99999732871999
372, 0.244801105929876, 4.49557293676789e-15, 0.445001142611794, 0.999957288470203
373, 0.229873481387707, 4.47276434808327e-15, 0.446200167303956, 0.999999659137334
374, 0.251904054735754, 4.72976289590602e-15, 0.44670226876702, 0.999999566742405
375, 0.245910935886534, 4.47517080056213e-15, 0.448152454776551, 0.99999897722889
376, 0.240340450576, 4.45934748820274e-15, 0.450264091321748, 0.999985222459414
377, 0.252840528307319, 4.59970026810139e-15, 0.450612945504044, 0.999999997967096
378, 0.236419044136758, 4.53408670578764e-15, 0.451544552557994, 0.999999291118265
379, 0.243366482702424, 4.54050914547192e-15, 0.453198940032011, 0.999988520600083
380, 0.24038087326721, 4.43790504845092e-15, 0.453813918926754, 0.999999986701655
381, 0.241412883113729, 4.57056165510035e-15, 0.454674286911833, 0.999996609354324
382, 0.236821342183023, 4.66811239737702e-15, 0.458389013240816, 0.999999570367428
383, 0.249192671026213, 4.38028706159501e-15, 0.458285361451342, 0.999993226746849
384, 0.239272065413616, 4.46573596132329e-15, 0.459025073354446, 0.999997961669285
385, 0.267849104536134, 4.55152142662208e-15, 0.493142355296261, 0.999996540540831
386, 0.277236736699114, 4.52169309615992e-15, 0.493437963943178, 0.999999790441252
387, 0.281620788515067, 4.51633611536796e-15, 0.495685839672462, 0.999999943060496
388, 0.2775706550453, 4.60801833759707e-15, 0.497130515785381, 0.99999986721502
389, 0.281233951113604, 4.71359108229151e-15, 0.498351467776478, 0.999989191678867
390, 0.272119694584503, 4.50194523874207e-15, 0.499043193705163, 0.999999884444964
391, 0.286231699841702, 4.54270067423593e-15, 0.499725499518482, 0.999997319065336
392, 0.283180681999137, 4.5771624433229e-15, 0.500822843036943, 0.999998633371789
393, 0.280442674234009, 4.51112412972098e-15, 0.501900479899326, 0.99999752186337
394, 0.276677642478542, 4.62043881822273e-15, 0.50275707427277, 0.999999813546989
395, 0.273184972104574, 4.20471608585919e-15, 0.504030652527256, 0.999995930549266
396, 0.280890849845173, 4.83887186778861e-15, 0.504627507592694, 0.999983495296348
397, 0.28334538176744, 4.72631814640467e-15, 0.506693965116927, 0.999958901240162
398, 0.271617105641556, 4.53556875170156e-15, 0.507309912903426, 0.999997252188155
399, 0.26511578226222, 4.50821414194396e-15, 0.508424176663967, 0.999995225028382
400, 0.284940523021807, 4.61085688475151e-15, 0.509570917719086, 0.999995436898051
401, 0.314534165549856, 4.66379369052045e-15, 0.546509676628723, 0.99999901851868
402, 0.312201185943636, 4.58972171624179e-15, 0.547773557418301, 0.999998520646292
403, 0.30841943847539, 4.39775016968031e-15, 0.548420949917758, 0.999999985115042
404, 0.316838893853575, 4.51688214821098e-15, 0.549575340210205, 0.999999988506143
405, 0.311543081753866, 4.49783512568371e-15, 0.551334998196599, 0.999999347830011
406, 0.315796618129591, 4.33529385867561e-15, 0.551937008090678, 0.999999464684662
407, 0.320421164528027, 4.5001962297863e-15, 0.552681544918393, 0.999999925582766
408, 0.307246815157958, 4.34509597906436e-15, 0.554070673895592, 0.999994617411112
409, 0.317768532751084, 4.6275863115031e-15, 0.554773251132388, 0.999997680673508
410, 0.313801628507024, 4.68089223556897e-15, 0.555562641517054, 0.999992566694438
411, 0.313616726488473, 4.59805144302103e-15, 0.556297323867671, 0.999996068507636
412, 0.3166934475506, 4.59822471988427e-15, 0.55799597470182, 0.999999835389714
413, 0.315143367216634, 4.50008675207867e-15, 0.55861705649631, 0.999995654291317
414, 0.323910298169694, 4.60430148508355e-15, 0.560579298173982, 0.999996751150607
415, 0.326098154588909, 4.70303888109969e-15, 0.560480118724337, 0.999978929307714
416, 0.318686542590761, 4.54462075316724e-15, 0.561715943043064, 0.999999519672069
417, 0.345443952057905, 4.54261981075131e-15, 0.602601081982073, 0.999991956571814
418, 0.353486264416705, 4.67332013347884e-15, 0.604390376551612, 0.999999959964095
419, 0.377665217780752, 4.5635227827257e-15, 0.60539802486658, 0.999994684409467
420, 0.36057932434252, 4.25373342950037e-15, 0.60706297623904, 0.99999749757289
421, 0.364021236845975, 4.38428719127924e-15, 0.607052298759258, 0.999999981570715
422, 0.368723110117744, 4.42381831388639e-15, 0.609332385148204, 0.99999978484859
423, 0.356279417346424, 4.70879956399085e-15, 0.609545162219497, 0.999999781811713
424, 0.363664114490976, 4.5908217389807e-15, 0.610047749770835, 0.999997382308202
425, 0.364222657777913, 4.35211690310779e-15, 0.611628850477371, 0.999999919133513
426, 0.384826436532341, 4.47805097467212e-15, 0.611789764758451, 0.99999004681782
427, 0.357032180783768, 4.47559532584678e-15, 0.612642553689161, 0.999998143521244
428, 0.379638957707074, 5.42879277945004e-15, 0.613950907599354, 0.999999999874011
429, 0.356035321760658, 4.87039771799614e-15, 0.615362866472756, 0.999999933961968
430, 0.369993415017499, 4.43992944834693e-15, 0.61598643360944, 0.999999956699888
431, 0.369904333630319, 4.43782227392229e-15, 0.616415717723495, 0.999999999609383
432, 0.385015296382447, 4.49980832595648e-15, 0.617797229422098, 0.999991706252385
433, 0.441458294261327, 4.53822737850686e-15, 0.661794135949442, 0.999992967498277
434, 0.439646908832942, 4.67640492570564e-15, 0.662679806458716, 0.999980380814166
435, 0.433618780560623, 4.57804580766113e-15, 0.663252723074988, 0.999999692013324
436, 0.419745899308857, 4.4073829416373e-15, 0.664036453769247, 0.999999918561645
437, 0.424635821566002, 4.6253644649006e-15, 0.66473438475602, 0.999997214803468
438, 0.430351386091069, 4.54193350516758e-15, 0.665425334278086, 0.999998362645886
439, 0.432112657741889, 4.47893708629912e-15, 0.666239103168968, 0.999999800678947
440, 0.45205183023609, 5.18185734457033e-15, 0.667407043321368, 0.999999939744077
441, 0.451814263708513, 4.60802954090464e-15, 0.667960152653171, 0.999998070608682
442, 0.452404767717433, 4.6603833636702e-15, 0.668254188341902, 0.999999717832982
443, 0.437405783094888, 4.31187565428279e-15, 0.668540061825427, 0.999996860741071
444, 0.453366850848758, 4.61230464509706e-15, 0.66932963861792, 0.999998705072149
445, 0.448780098806274, 4.74364680212546e-15, 0.670357886928606, 0.999999781189126
446, 0.445639198695651, 4.49517858076431e-15, 0.670753019426705, 0.999999664433543
447, 0.443818174381465, 4.71475081014696e-15, 0.671312053332758, 0.999992195167322
448, 0.447756317285172, 4.65442590272033e-15, 0.674295648702133, 0.999998230942193
449, 0.523498938091007, 4.58853153407858e-15, 0.719690061880696, 0.999999988697166
450, 0.540565726792998, 4.58556543775848e-15, 0.720409715056269, 0.999999934275304
451, 0.520602273221237, 4.66597429829184e-15, 0.721219083328481, 0.999998904616552
452, 0.53118069994535, 4.60333992900387e-15, 0.721580493778227, 0.999999955325257
453, 0.532975165575093, 4.40836804394219e-15, 0.722529620209236, 0.999984399516386
454, 0.528828016425958, 4.69103800961715e-15, 0.723802532101625, 0.999996394234968
455, 0.53070113388527, 4.50808289348761e-15, 0.723951967652469, 0.999999961637574
456, 0.525815182211797, 4.64292209511857e-15, 0.724559554338295, 0.999994242212656
457, 0.539383543530488, 4.62956105004925e-15, 0.724834802713429, 0.999996872333897
458, 0.548747106542909, 4.07838208477229e-15, 0.725437302857398, 0.999997758390254
459, 0.548932678900392, 4.71203647796281e-15, 0.726342522856927, 0.999998960714153
460, 0.546194659393441, 4.91717196276045e-15, 0.72661533520313, 0.999997506574765
461, 0.526726298863847, 4.59055051953156e-15, 0.726752941282013, 0.999999946347805
462, 0.545814381438903, 4.54183891146208e-15, 0.728170812831747, 0.999999792200733
463, 0.554336036460619, 4.73947806365216e-15, 0.729118388964398, 0.999999731444339
464, 0.54095686837299, 6.01906032952679e-15, 0.729481533368425, 0.999999658030818
465, 0.696754774045741, 5.00045126496734e-15, 0.780525974244713, 0.999998268481276
466, 0.715087487999145, 5.08933257665925e-15, 0.782152007626479, 0.999999993868493
467, 0.695731072539945, 4.65322275165429e-15, 0.782865076084662, 0.999999244171773
468, 0.714253344261762, 4.60768108316632e-15, 0.783003448729586, 0.999995081346861
469, 0.672400308809676, 4.76732979513658e-15, 0.782874944944151, 0.999999642890601
470, 0.693762725362074, 4.7066921452367e-15, 0.783784667684275, 0.999999102548584
471, 0.700514845579633, 4.7071023807314e-15, 0.784823090921337, 0.999999785752634
472, 0.691907813075952, 4.67609643360111e-15, 0.784984399445439, 0.999992116170736
473, 0.717333006896087, 5.27263048968576e-15, 0.785907877913325, 0.999991879496167
474, 0.720740527589048, 4.6864615709242e-15, 0.786243056002829, 0.999999964073852
475, 0.701389140242292, 4.65476044821455e-15, 0.787056642802341, 0.999997897248727
476, 0.697801518790313, 4.38445570332032e-15, 0.787336884833007, 0.999996395067628
477, 0.705500153233425, 4.67993669901727e-15, 0.78832889127794, 0.999998327501004
478, 0.693428781458241, 4.57454529580011e-15, 0.789080556624752, 0.999997951354773
479, 0.711790438411956, 4.45435608299635e-15, 0.790122714480476, 0.999994813344081
480, 0.701207001599112, 4.74099169315587e-15, 0.790366750459372, 0.999999291701025
481, 0.969213269169858, 4.59437520499407e-15, 0.842317598795386, 0.999999106809792
482, 0.938439252147386, 4.95734711165999e-15, 0.842955064812321, 0.999991981875745
483, 0.960883482191601, 4.81512634319751e-15, 0.844009844967652, 0.999999278129839
484, 0.955008396431589, 4.96979551752043e-15, 0.844518202422411, 0.999999991006355
485, 0.939802654280669, 4.79007274516222e-15, 0.844651414811879, 0.99999355154384
486, 0.933324727195224, 4.73765242247828e-15, 0.845148519525588, 0.999999292029167
487, 0.983081136737708, 4.70513434552823e-15, 0.845494372863861, 0.999999942345357
488, 0.95233874901261, 4.59500502903611e-15, 0.845484228058359, 0.999999860093748
489, 0.969422295573694, 4.65105918020868e-15, 0.845897119608183, 0.999999133667716
490, 0.991105107765762, 4.20574559949346e-15, 0.846774805253677, 0.999999026051566
491, 0.963420456721013, 4.59983768394882e-15, 0.846858390795025, 0.999992780098814
492, 1.01398136701798, 4.51556615049496e-15, 0.847443912504413, 0.999998289241618
493, 1.00187132810448, 4.67787946417191e-15, 0.848298084966373, 0.999994908429002
494, 0.972713620674002, 4.71509172471292e-15, 0.848532315687833, 0.999997863063047
495, 0.99266216780099, 4.76790013192446e-15, 0.8489325484517, 0.99999776189606
496, 0.999242877707765, 5.25154914550012e-15, 0.849576082716506, 0.999991914617172
497, 1.67056690766093, 4.68343885356129e-15, 0.90683211172188, 0.999998225920644
498, 1.60415707380875, 4.6215827037718e-15, 0.90715992086791, 0.999999737486405
499, 1.59875778806499, 4.6929696183724e-15, 0.907299707992348, 0.999999999082149
500, 1.66367394826055, 4.65921984990477e-15, 0.907875136662075, 0.999999589540741
501, 1.64088979522746, 4.63089496665385e-15, 0.908186510691351, 0.999999764986745
502, 1.61697668762929, 4.64390391947986e-15, 0.908635698635649, 0.999993382190886
503, 1.70249665538625, 4.71519867197519e-15, 0.908949385672452, 0.999998742657467
504, 1.6635534555882, 4.62306256266832e-15, 0.909474474392603, 0.999999999369454
505, 1.69531788121499, 4.86192373620813e-15, 0.909633067269587, 0.999998456813085
506, 1.67080142078154, 4.71549448443488e-15, 0.909845843340157, 0.999998568497793
507, 1.69246656590926, 4.78228135637433e-15, 0.910345959949612, 0.999999985747828
508, 1.715681925037, 4.74008388950432e-15, 0.910579989543546, 0.999988520575499
509, 1.7493992463897, 4.57141328542907e-15, 0.911049242861338, 0.999999870644388
510, 1.69708713253199, 4.45663511648202e-15, 0.911622144530145, 0.999999967833575
511, 1.75721976493479, 4.62162042077787e-15, 0.912427715004335, 0.999996312482661
512, 1.851150102971, 5.32088971942861e-15, 0.912875893652652, 0.999999709035709
