# ABRIK Runtime Breakdown Benchmark (unified dense/sparse)
# Precision: double
# Input matrix: /lustre/isaac24/scratch/mmelnic1/data/ABRIK/CurlCurl_2.mtx
# Input size: 806529 x 806529
# Format: sparse
# Block sizes: 4, 8, 16, 32, 
# Matmul counts: 2, 4, 8, 16, 32, 64, 128, 
# Runs per configuration: 1
# Tolerance: 4.94851e-14
# Timings in microseconds
b_sz, num_matmuls, allocation_t, get_factors_t, ungqr_t, reorth_t, qr_t, gemm_A_t, main_loop_t, sketching_t, r_cpy_t, s_cpy_t, norm_t, t_rest, total_t
4, 2, 4967, 1069, 35833, 36964, 21695, 53741, 109027, 26840, 9055, 34, 44, 44644, 234886
4, 4, 18784, 1329, 55882, 33595, 15953, 83768, 164809, 24632, 18439, 4, 16, 470, 252872
4, 8, 36542, 3500, 114240, 105860, 17591, 152778, 395090, 24904, 46303, 10, 32, 406, 502166
4, 16, 67085, 6900, 214080, 238625, 69576, 268963, 825490, 24949, 75838, 21, 84, 459, 966580
4, 32, 132100, 32568, 481660, 371548, 16861, 552635, 1536462, 25407, 154394, 42, 252, 448, 1767915
4, 64, 286012, 26302, 949799, 1132529, 99784, 1138306, 3567026, 26049, 325829, 90, 857, 647, 3986204
4, 128, 523668, 273569, 1643360, 2493238, 56578, 2247307, 7045738, 27307, 648932, 183, 3523, 891, 7918556
8, 2, 17655, 1605, 79853, 30026, 13725, 65223, 137742, 26112, 9561, 2, 9, 1019, 244790
8, 4, 30781, 4235, 149522, 29267, 18081, 105504, 250754, 29656, 24875, 5, 20, 485, 392431
8, 8, 65496, 7409, 267841, 92712, 10963, 197953, 552147, 24789, 36668, 12, 45, 536, 704424
8, 16, 132649, 32897, 523448, 141174, 13078, 369013, 1071027, 25095, 77920, 24, 131, 638, 1316067
8, 32, 261336, 23504, 922650, 431085, 66126, 720353, 2216115, 26040, 169625, 48, 426, 598, 2621791
8, 64, 726460, 251203, 1866760, 1182095, 81395, 1450577, 4832243, 26016, 333032, 105, 1734, 731, 5920108
8, 128, 1040672, 438289, 3624081, 4315153, 75297, 2761592, 11330960, 25611, 596341, 192, 8353, 1543, 12887124
16, 2, 34597, 5172, 285124, 22018, 8491, 92008, 286612, 28161, 10173, 3, 14, 966, 486727
16, 4, 67698, 9895, 471632, 48466, 14388, 149714, 565997, 25580, 20308, 6, 28, 472, 808187
16, 8, 139174, 26411, 868755, 152147, 73657, 269184, 1269289, 24756, 39605, 14, 80, 587, 1594370
16, 16, 262938, 24053, 1662441, 306773, 43677, 523095, 2487819, 27389, 96709, 24, 278, 603, 2947980
16, 32, 524290, 201741, 3147647, 974649, 60858, 1019614, 5253754, 26844, 189651, 48, 968, 773, 6147083
16, 64, 1076141, 428017, 6238262, 3430101, 104767, 1955007, 11929575, 27517, 329777, 100, 4376, 1396, 13595461
16, 128, 2118374, 1191780, 12666014, 10914986, 228506, 3944912, 28305457, 28411, 672968, 201, 24330, 1408, 31791890
32, 2, 69206, 9179, 1204604, 37837, 60894, 139075, 987121, 26194, 13794, 4, 17, 963, 1561767
32, 4, 134413, 32736, 2081779, 82260, 123777, 239660, 2044463, 35776, 28618, 9, 49, 688, 2759765
32, 8, 262353, 24688, 3746012, 215699, 142172, 420688, 4061275, 27486, 57126, 17, 138, 821, 4897200
32, 16, 722772, 254536, 7140067, 605106, 478826, 841054, 8695930, 37973, 116216, 38, 532, 779, 10197899
32, 32, 1496745, 484838, 13561779, 2198579, 472413, 1613411, 17641387, 27262, 260008, 69, 2298, 1277, 20118679
32, 64, 3101364, 1290270, 26679850, 6786801, 932540, 3195214, 37653600, 28725, 515476, 139, 12520, 1421, 42544320
32, 128, 5524117, 4183956, 53245054, 22859121, 1844857, 6350724, 84910614, 28662, 1023693, 282, 81535, 1516, 95143517
