# ABRIK Speed Comparison Benchmark (unified dense/sparse)
# Precision: double
# Input matrix: /lustre/isaac24/scratch/mmelnic1/data/ABRIK/CurlCurl_3.mtx
# Input size: 1219574 x 1219574
# Format: sparse
# Target rank: 10
# Block sizes: 4, 8, 16, 32, 
# Matmul counts: 2, 4, 8, 16, 32, 64, 128, 
# Tolerance: 4.94851e-14
# Run GESDD: no
# Residual metric: sqrt(||S^{-1}AV - U||^2_F + ||(A'U)S^{-1} - V||^2_F)
# Timings in microseconds
b_sz, num_matmuls, target_rank, err_ABRIK, dur_ABRIK, err_RSVD, dur_RSVD, err_SVDS, dur_SVDS, err_SVD, dur_SVD
4, 2, 10, 1.07022, 194335, 0.7151, 232011, 1.6738, 476613, 0, 0
4, 4, 10, 1.67994, 344024, 1.00745, 419695, 1.6738, 501946, 0, 0
4, 8, 10, 0.976964, 574490, 1.11913, 946677, 0.468584, 843096, 0, 0
4, 16, 10, 0.270991, 1054761, 1.11444, 2265952, 0.126526, 2213605, 0, 0
4, 32, 10, 0.0925977, 2141278, 1.10448, 4147986, 0.0554115, 4254354, 0, 0
4, 64, 10, 0.0375253, 4314304, 1.09426, 7886983, 0.0276864, 10068900, 0, 0
4, 128, 10, 0.0101212, 9503865, 1.07749, 16113732, 0.00640218, 21826871, 0, 0
8, 2, 10, 1.51159, 321757, 1.00763, 306246, 1.6738, 479215, 0, 0
8, 4, 10, 1.54439, 510858, 1.11784, 700271, 0.468584, 843534, 0, 0
8, 8, 10, 0.458559, 889873, 1.11326, 1845049, 0.126526, 2203026, 0, 0
8, 16, 10, 0.152595, 1784629, 1.10386, 3260014, 0.0554115, 4218732, 0, 0
8, 32, 10, 0.057304, 3779452, 1.0934, 5802914, 0.0276864, 10059312, 0, 0
8, 64, 10, 0.0207185, 7378329, 1.07711, 11503765, 0.00640218, 21597886, 0, 0
8, 128, 10, 0.00286299, 18043572, 1.05461, 37022942, 0.00125094, 43259309, 0, 0
16, 2, 10, 1.67363, 717630, 1.11695, 615471, 0.468584, 844335, 0, 0
16, 4, 10, 0.722203, 1235062, 1.11116, 1695779, 0.126526, 2248163, 0, 0
16, 8, 10, 0.289302, 2286518, 1.10112, 2960246, 0.0554115, 4227180, 0, 0
16, 16, 10, 0.109664, 4523902, 1.0915, 5250641, 0.0276864, 10154897, 0, 0
16, 32, 10, 0.0445065, 9333826, 1.07586, 10042321, 0.00640218, 21607259, 0, 0
16, 64, 10, 0.0103297, 20437218, 1.05345, 34727048, 0.00125094, 43031631, 0, 0
16, 128, 10, 4.03756e-05, 46049538, 1.02086, 65458923, 1.41446e-11, 88427963, 0, 0
32, 2, 10, 1.66347, 3546093, 1.10755, 1218747, 0.126526, 2210476, 0, 0
32, 4, 10, 0.711041, 4081029, 1.09794, 2058537, 0.0554115, 4294716, 0, 0
32, 8, 10, 0.279248, 7620734, 1.08804, 3491299, 0.0276864, 9982374, 0, 0
32, 16, 10, 0.106754, 15040622, 1.0736, 6478784, 0.00640218, 21713492, 0, 0
32, 32, 10, 0.0389792, 31176506, 1.05199, 25665125, 0.00125094, 43192843, 0, 0
32, 64, 10, 0.00259693, 65378603, 1.01957, 45690721, 1.41446e-11, 88373196, 0, 0
32, 128, 10, 1.63986e-07, 143325015, 0.968903, 101708613, 2.44453e-14, 113757605, 0, 0
