# ABRIK Runtime Breakdown Benchmark (unified dense/sparse)
# Precision: double
# Input matrix: /home/mymel/data/ABRIK_benchmark/input_matrices/CurlCurl_1.mtx
# Input size: 226451 x 226451
# Format: sparse
# Block sizes: 4, 8, 16, 32, 
# Matmul counts: 2, 4, 8, 16, 32, 64, 128, 
# Runs per configuration: 1
# Tolerance: 4.94851e-14
# Timings in microseconds
b_sz, num_matmuls, allocation_t, get_factors_t, ungqr_t, reorth_t, qr_t, gemm_A_t, main_loop_t, sketching_t, r_cpy_t, s_cpy_t, norm_t, t_rest, total_t
4, 2, 10302, 1481, 6176, 2461, 8808, 15252, 15761, 31535, 1891, 22, 44, 33987, 111959
4, 4, 9720, 1958, 15953, 12953, 1777, 35849, 80916, 10960, 23785, 5, 15, 430, 113405
4, 8, 19421, 3502, 30615, 37638, 7481, 74926, 175652, 12220, 38983, 12, 32, 428, 225258
4, 16, 55463, 11797, 44624, 81960, 9814, 135542, 304984, 18904, 47620, 29, 93, 464, 406310
4, 32, 105408, 34622, 68786, 235911, 12627, 264699, 637614, 14145, 66044, 75, 331, 580, 803228
4, 64, 218735, 100383, 122731, 891790, 26326, 507312, 1636067, 9545, 94988, 126, 1185, 740, 1973861
4, 128, 475025, 331092, 257524, 3292484, 53104, 935331, 4711375, 20591, 178137, 253, 4783, 1344, 5549668
8, 2, 18868, 2260, 21570, 3587, 4842, 35276, 41741, 23125, 2544, 14, 9, 780, 112875
8, 4, 31013, 4397, 32675, 15648, 7050, 59909, 92151, 16638, 2812, 9, 22, 515, 170688
8, 8, 54956, 11253, 57739, 41794, 11385, 104205, 208323, 12797, 11402, 18, 58, 604, 306211
8, 16, 109412, 37202, 104035, 124055, 21418, 182799, 423541, 17659, 12327, 40, 187, 576, 609710
8, 32, 211636, 99941, 223171, 484964, 43875, 379888, 1156373, 19037, 46003, 86, 636, 990, 1510227
8, 64, 440447, 326436, 479110, 2043576, 91342, 812450, 3537401, 18932, 131066, 193, 2729, 1170, 4347451
8, 128, 1302482, 1181632, 930083, 7439115, 191417, 1673276, 10453492, 17945, 226183, 404, 11425, 4679, 12978641
16, 2, 30722, 4393, 82502, 12563, 16979, 49862, 107543, 15380, 1360, 6, 13, 7168, 220948
16, 4, 58709, 11719, 143188, 30732, 27378, 92983, 242225, 10883, 2656, 17, 34, 594, 378893
16, 8, 107393, 34233, 245268, 90190, 48616, 172279, 513764, 12738, 12116, 40, 108, 712, 723693
16, 16, 211564, 109057, 464615, 310246, 89872, 342995, 1176053, 18042, 23773, 78, 370, 850, 1571462
16, 32, 468169, 322242, 890754, 1196053, 186526, 689959, 2974724, 18670, 73322, 154, 1348, 2781, 3849978
16, 64, 1218945, 1168594, 1862062, 4394316, 391708, 1450228, 8183042, 30190, 150881, 359, 5969, 6859, 10680111
16, 128, 2484694, 4322600, 3662282, 16897717, 786836, 3026827, 24654364, 19701, 308483, 716, 30654, 7543, 31548053
32, 2, 60573, 12466, 362610, 16707, 43336, 101042, 341304, 28980, 1671, 7, 21, 2509, 629922
32, 4, 117962, 31115, 662229, 63834, 74263, 177506, 797500, 21825, 6603, 16, 67, 703, 1156123
32, 8, 210537, 109537, 1143075, 222234, 130493, 332372, 1648746, 29198, 9850, 70, 205, 839, 2188410
32, 16, 472675, 347647, 2279006, 834151, 261786, 663153, 3881629, 30390, 36722, 154, 781, 1001, 4927466
32, 32, 1276940, 1227959, 4280645, 3256361, 536389, 1328493, 9258821, 27314, 60881, 299, 3256, 5998, 12004535
32, 64, 2470372, 4354069, 8357223, 12360424, 1082904, 2909012, 24664509, 30260, 144563, 607, 16042, 9464, 31734940
32, 128, 6727384, 20775366, 16399659, 48535603, 2231598, 6499244, 73889571, 25173, 317605, 1288, 91021, 8063, 101612004
