# ABRIK Speed Comparison Benchmark (unified dense/sparse)
# Precision: double
# Input matrix: /home/mymel/data/ABRIK_benchmark/input_matrices/CurlCurl_1.mtx
# Input size: 226451 x 226451
# Format: sparse
# Target rank: 10
# Block sizes: 4, 8, 16, 32, 
# Matmul counts: 2, 4, 8, 16, 32, 64, 128, 
# Tolerance: 4.94851e-14
# Run GESDD: no
# Residual metric: sqrt(||S^{-1}AV - U||^2_F + ||(A'U)S^{-1} - V||^2_F)
# Timings in microseconds
b_sz, num_matmuls, target_rank, err_ABRIK, dur_ABRIK, err_RSVD, dur_RSVD, err_SVDS, dur_SVDS, err_SVD, dur_SVD
4, 2, 10, 1.88193, 141735, 1.1156, 42151, 1.49291, 117182, 0, 0
4, 4, 10, 2.05381, 176811, 1.62834, 101931, 1.49291, 106917, 0, 0
4, 8, 10, 0.917971, 308126, 1.70062, 233207, 0.465014, 154482, 0, 0
4, 16, 10, 0.114303, 675417, 1.55267, 613775, 0.00529075, 406111, 0, 0
4, 32, 10, 0.00461746, 1405160, 1.38894, 1187857, 0.0184041, 774642, 0, 0
4, 64, 10, 0.000563676, 3246734, 1.2269, 3071702, 0.000163042, 1759684, 0, 0
4, 128, 10, 4.46934e-14, 8098652, 1.02075, 8206060, 1.39422e-05, 3491346, 0, 0
8, 2, 10, 2.6854, 127584, 1.63984, 85290, 1.49291, 88700, 0, 0
8, 4, 10, 2.02876, 197660, 1.68707, 212075, 0.465014, 147662, 0, 0
8, 8, 10, 0.413453, 417519, 1.53335, 453409, 0.00529075, 414932, 0, 0
8, 16, 10, 0.0214673, 859378, 1.38373, 914650, 0.0184041, 727363, 0, 0
8, 32, 10, 0.00288299, 2052798, 1.22078, 2168270, 0.000163042, 1555673, 0, 0
8, 64, 10, 3.58452e-11, 5056722, 1.01481, 5493509, 1.39422e-05, 3381158, 0, 0
8, 128, 10, 3.36233e-14, 14310559, 0.816709, 19893928, 8.20265e-11, 7351907, 0, 0
16, 2, 10, 2.90991, 193677, 1.67601, 179324, 0.465014, 164603, 0, 0
16, 4, 10, 0.802831, 306331, 1.50519, 419106, 0.00529075, 385518, 0, 0
16, 8, 10, 0.166093, 671330, 1.35735, 838362, 0.0184041, 739709, 0, 0
16, 16, 10, 0.00801982, 1509386, 1.20308, 1829756, 0.000163042, 1573155, 0, 0
16, 32, 10, 1.66285e-05, 3621961, 1.00477, 4875323, 1.39422e-05, 3431090, 0, 0
16, 64, 10, 1.13396e-14, 9976965, 0.808965, 15914669, 8.20265e-11, 7849152, 0, 0
16, 128, 10, 1.22079e-14, 31120752, 0.618939, 46301651, 1.95585e-14, 11282755, 0, 0
32, 2, 10, 2.623, 335650, 1.4375, 408107, 0.00529075, 458413, 0, 0
32, 4, 10, 0.662582, 647056, 1.29786, 800501, 0.0184041, 765198, 0, 0
32, 8, 10, 0.0886589, 1330213, 1.16109, 1697333, 0.000163042, 1714839, 0, 0
32, 16, 10, 0.000462077, 3155768, 0.980828, 4309760, 1.39422e-05, 3380506, 0, 0
32, 32, 10, 2.38806e-11, 8317723, 0.792827, 13923789, 8.20265e-11, 7710562, 0, 0
32, 64, 10, 1.08607e-14, 25570817, 0.608906, 41524016, 1.95585e-14, 10956494, 0, 0
32, 128, 10, 1.14409e-14, 90688581, 0.449651, 135526641, 1.95585e-14, 12083219, 0, 0
