# ABRIK Speed Comparison Benchmark (budgeted checkpointing)
# Precision: double
# Input matrix: /lustre/isaac24/scratch/mmelnic1/data/ABRIK/ABRIK_test_mat6.bin
# Input size: 10000 x 10000
# Format: dense
# Target rank: 10
# Budget (total matvecs): 4096
# Num runs: 10 (distinct RNG seeds 0..num_runs-1)
# Block sizes: 1, 4, 8, 16, 32, 
# RSVD uses largest block size with k_r = budget_mv / 2
# Tolerance: 4.94851e-14
# ABRIK elapsed = cumulative BK + SVD extraction (not residual eval)
# Spectra/RSVD elapsed = wall clock for that independent call
# Residual: sqrt(||S^{-1}AV-U||^2_F + ||(A'U)S^{-1}-V||^2_F)
# GESDD is deterministic and runs once (reported under run=0)
run, method, b_sz, total_matvecs, err, elapsed_us
0, ABRIK, 1, 0, 1, 136213
0, ABRIK, 4, 4, 1.19467, 311010
0, ABRIK, 4, 8, 1.29346, 667089
0, ABRIK, 4, 16, 1.8739, 1374996
0, ABRIK, 4, 32, 0.981188, 2626771
0, ABRIK, 4, 64, 0.265287, 5139831
0, ABRIK, 4, 128, 0.00739697, 10207128
0, ABRIK, 4, 256, 3.95594e-08, 20138209
0, ABRIK, 4, 512, 1.93737e-14, 38900003
0, ABRIK, 4, 1024, 1.93815e-14, 74750468
0, ABRIK, 4, 2048, 2.02539e-14, 149292576
0, ABRIK, 4, 4096, 2.00075e-14, 296064000
0, ABRIK, 8, 8, 1.67918, 658948
0, ABRIK, 8, 16, 1.80906, 1143061
0, ABRIK, 8, 32, 1.76579, 2044561
0, ABRIK, 8, 64, 0.522763, 3918915
0, ABRIK, 8, 128, 0.0448436, 7259935
0, ABRIK, 8, 256, 0.000216156, 14756195
0, ABRIK, 8, 512, 6.48466e-12, 27392938
0, ABRIK, 8, 1024, 1.95537e-14, 51566593
0, ABRIK, 8, 2048, 2.05053e-14, 99368658
0, ABRIK, 8, 4096, 1.9936e-14, 197612425
0, ABRIK, 16, 16, 2.38832, 224537
0, ABRIK, 16, 32, 1.99386, 526530
0, ABRIK, 16, 64, 1.0545, 1180026
0, ABRIK, 16, 128, 0.268473, 2567606
0, ABRIK, 16, 256, 0.0088336, 5217993
0, ABRIK, 16, 512, 2.87129e-06, 8988299
0, ABRIK, 16, 1024, 2.22323e-14, 15931786
0, ABRIK, 16, 2048, 2.26139e-14, 29972896
0, ABRIK, 16, 4096, 2.25903e-14, 57475617
0, ABRIK, 32, 32, 2.68631, 172849
0, ABRIK, 32, 64, 2.04202, 787601
0, ABRIK, 32, 128, 0.905572, 2293409
0, ABRIK, 32, 256, 0.140773, 4246028
0, ABRIK, 32, 512, 0.00254407, 8956661
0, ABRIK, 32, 1024, 3.01452e-08, 15864642
0, ABRIK, 32, 2048, 2.09821e-14, 31198596
0, ABRIK, 32, 4096, 2.10951e-14, 57851650
0, Spectra, 0, 1, 1.43453, 606464
0, Spectra, 0, 2, 1.43453, 610305
0, Spectra, 0, 4, 1.43453, 610221
0, Spectra, 0, 8, 1.43453, 610205
0, Spectra, 0, 16, 1.43453, 610102
0, Spectra, 0, 32, 0.502406, 865503
0, Spectra, 0, 64, 0.0538932, 1664587
0, Spectra, 0, 128, 0.00152536, 2774984
0, Spectra, 0, 256, 5.00114e-05, 6105551
0, Spectra, 0, 512, 1.53953e-14, 10253739
0, Spectra, 0, 1024, 1.53694e-14, 14506527
0, Spectra, 0, 2048, 1.53694e-14, 14494921
0, Spectra, 0, 4096, 1.53694e-14, 14502378
0, RSVD, 32, 1, 0.524631, 137863
0, RSVD, 32, 2, 0.524631, 143843
0, RSVD, 32, 4, 0.745706, 158892
0, RSVD, 32, 8, 1.04717, 455715
0, RSVD, 32, 16, 1.43679, 589886
0, RSVD, 32, 32, 1.57234, 393369
0, RSVD, 32, 64, 1.53845, 741284
0, RSVD, 32, 128, 1.45307, 1771415
0, RSVD, 32, 256, 1.31895, 3192204
0, RSVD, 32, 512, 1.10899, 6220924
0, RSVD, 32, 1024, 0.861838, 10991006
0, RSVD, 32, 2048, 0.612617, 18348803
0, RSVD, 32, 4096, 0.366084, 39369243
0, GESDD, 0, 0, 2.16436e-14, 176399866
1, ABRIK, 1, 0, 1, 112218
1, ABRIK, 4, 4, 1.18959, 292204
1, ABRIK, 4, 8, 1.30465, 677467
1, ABRIK, 4, 16, 1.85433, 1297996
1, ABRIK, 4, 32, 0.933328, 2558385
1, ABRIK, 4, 64, 0.262375, 4758259
1, ABRIK, 4, 128, 0.00639158, 9848826
1, ABRIK, 4, 256, 5.56822e-08, 19215253
1, ABRIK, 4, 512, 1.88074e-14, 38793944
1, ABRIK, 4, 1024, 1.90545e-14, 76424010
1, ABRIK, 4, 2048, 1.91531e-14, 150347725
1, ABRIK, 4, 4096, 2.02468e-14, 296688324
1, ABRIK, 8, 8, 1.71041, 663222
1, ABRIK, 8, 16, 1.87308, 1104704
1, ABRIK, 8, 32, 1.75471, 2008376
1, ABRIK, 8, 64, 0.474621, 3794514
