# ABRIK Speed Comparison Benchmark (budgeted checkpointing)
# Precision: double
# Input matrix: /lustre/isaac24/scratch/mmelnic1/data/ABRIK/CurlCurl_3.mtx
# Input size: 1219574 x 1219574
# Format: sparse
# Target rank: 10
# Budget (total matvecs): 4096
# Num runs: 10 (distinct RNG seeds 0..num_runs-1)
# Block sizes: 1, 4, 8, 16, 32, 
# RSVD uses largest block size with k_r = budget_mv / 2
# Tolerance: 4.94851e-14
# ABRIK elapsed = cumulative BK + SVD extraction (not residual eval)
# Spectra/RSVD elapsed = wall clock for that independent call
# Residual: sqrt(||S^{-1}AV-U||^2_F + ||(A'U)S^{-1}-V||^2_F)
# GESDD is deterministic and runs once (reported under run=0)
run, method, b_sz, total_matvecs, err, elapsed_us
7, ABRIK, 4, 2048, 5.53891e-14, 104291460
7, ABRIK, 4, 4096, 5.7747e-14, 305972719
7, ABRIK, 8, 8, 1.97432, 165374
7, ABRIK, 8, 16, 1.51078, 323220
7, ABRIK, 8, 32, 1.54023, 623374
7, ABRIK, 8, 64, 0.45951, 1263795
7, ABRIK, 8, 128, 0.153787, 2694390
7, ABRIK, 8, 256, 0.058784, 6173483
7, ABRIK, 8, 512, 0.017866, 15110596
7, ABRIK, 8, 1024, 0.00339064, 36893004
7, ABRIK, 8, 2048, 4.51554e-09, 93355850
7, ABRIK, 8, 4096, 6.05362e-14, 268333899
7, ABRIK, 16, 16, 2.81004, 416508
7, ABRIK, 16, 32, 1.67613, 767811
7, ABRIK, 16, 64, 0.723308, 1429983
7, ABRIK, 16, 128, 0.289693, 2889232
7, ABRIK, 16, 256, 0.111448, 6746682
7, ABRIK, 16, 512, 0.0435058, 13310169
7, ABRIK, 16, 1024, 0.0113437, 25870784
7, ABRIK, 16, 2048, 3.97538e-05, 53332332
7, ABRIK, 16, 4096, 1.36154e-13, 128319191
7, ABRIK, 32, 32, 3.12111, 1216838
7, ABRIK, 32, 64, 1.65797, 2064097
7, ABRIK, 32, 128, 0.711524, 3805227
7, ABRIK, 32, 256, 0.283092, 7523171
7, ABRIK, 32, 512, 0.105939, 14983877
7, ABRIK, 32, 1024, 0.0375303, 30536550
7, ABRIK, 32, 2048, 0.003962, 62894853
7, ABRIK, 32, 4096, 3.0024e-07, 135651779
7, Spectra, 0, 1, 1.6738, 361389
7, Spectra, 0, 2, 1.6738, 363463
7, Spectra, 0, 4, 1.6738, 363620
7, Spectra, 0, 8, 1.6738, 361500
7, Spectra, 0, 16, 1.6738, 363087
7, Spectra, 0, 32, 0.468584, 576947
7, Spectra, 0, 64, 0.126526, 1388106
7, Spectra, 0, 128, 0.0554115, 2677159
7, Spectra, 0, 256, 0.0276864, 6090431
7, Spectra, 0, 512, 0.00640218, 13109335
7, Spectra, 0, 1024, 0.00125094, 26588034
7, Spectra, 0, 2048, 1.41446e-11, 55401728
7, Spectra, 0, 4096, 2.44454e-14, 69239905
7, RSVD, 32, 1, 0.349851, 92483
7, RSVD, 32, 2, 0.349851, 107735
7, RSVD, 32, 4, 0.500115, 126464
7, RSVD, 32, 8, 0.709402, 200187
7, RSVD, 32, 16, 1.00683, 336074
7, RSVD, 32, 32, 1.11868, 616335
7, RSVD, 32, 64, 1.10417, 1334521
7, RSVD, 32, 128, 1.0949, 2466626
7, RSVD, 32, 256, 1.08901, 5072335
7, RSVD, 32, 512, 1.07341, 10824156
7, RSVD, 32, 1024, 1.05032, 30724510
7, RSVD, 32, 2048, 1.01879, 67037079
7, RSVD, 32, 4096, 0.970331, 134275259
8, ABRIK, 1, 0, 1, 59684
8, ABRIK, 4, 4, 1.39569, 154694
8, ABRIK, 4, 8, 1.06576, 236199
8, ABRIK, 4, 16, 1.68194, 395624
8, ABRIK, 4, 32, 0.976533, 714214
8, ABRIK, 4, 64, 0.272544, 1379250
8, ABRIK, 4, 128, 0.0905238, 2964554
8, ABRIK, 4, 256, 0.0368917, 6755271
8, ABRIK, 4, 512, 0.00912892, 18071357
8, ABRIK, 4, 1024, 0.000144639, 38613654
8, ABRIK, 4, 2048, 5.64134e-14, 105743155
8, ABRIK, 4, 4096, 5.90348e-14, 312663621
8, ABRIK, 8, 8, 1.98023, 161413
8, ABRIK, 8, 16, 1.50853, 316691
8, ABRIK, 8, 32, 1.55433, 604349
8, ABRIK, 8, 64, 0.459803, 1250854
8, ABRIK, 8, 128, 0.154123, 2897539
8, ABRIK, 8, 256, 0.0571449, 6856072
8, ABRIK, 8, 512, 0.0210857, 14829472
8, ABRIK, 8, 1024, 0.00366436, 36679982
8, ABRIK, 8, 2048, 3.70818e-09, 96113729
8, ABRIK, 8, 4096, 6.21217e-14, 274594434
8, ABRIK, 16, 16, 2.80516, 403658
8, ABRIK, 16, 32, 1.67945, 744472
8, ABRIK, 16, 64, 0.724309, 2270908
8, ABRIK, 16, 128, 0.290525, 3941148
8, ABRIK, 16, 256, 0.108812, 7067502
8, ABRIK, 16, 512, 0.0435031, 13152776
8, ABRIK, 16, 1024, 0.0103135, 27053762
8, ABRIK, 16, 2048, 4.25423e-05, 55658976
8, ABRIK, 16, 4096, 1.39489e-13, 128595348
8, ABRIK, 32, 32, 3.12239, 1233103
8, ABRIK, 32, 64, 1.66437, 2074991
8, ABRIK, 32, 128, 0.711407, 3790223
8, ABRIK, 32, 256, 0.282022, 8177753
8, ABRIK, 32, 512, 0.106668, 15874643
8, ABRIK, 32, 1024, 0.0382304, 30994256
8, ABRIK, 32, 2048, 0.00315499, 63604563
8, ABRIK, 32, 4096, 2.79466e-07, 136387697
8, Spectra, 0, 1, 1.6738, 358466
8, Spectra, 0, 2, 1.6738, 357421
8, Spectra, 0, 4, 1.6738, 360720
8, Spectra, 0, 8, 1.6738, 359459
8, Spectra, 0, 16, 1.6738, 360523
8, Spectra, 0, 32, 0.468584, 574530
8, Spectra, 0, 64, 0.126526, 1378667
8, Spectra, 0, 128, 0.0554115, 2569446
8, Spectra, 0, 256, 0.0276864, 6102268
8, Spectra, 0, 512, 0.00640218, 13356705
8, Spectra, 0, 1024, 0.00125094, 26857166
8, Spectra, 0, 2048, 1.41446e-11, 55361438
8, Spectra, 0, 4096, 2.44454e-14, 69552709
8, RSVD, 32, 1, 0.356544, 91384
8, RSVD, 32, 2, 0.356544, 103712
8, RSVD, 32, 4, 0.503307, 132667
8, RSVD, 32, 8, 0.711666, 204334
8, RSVD, 32, 16, 1.00791, 326091
8, RSVD, 32, 32, 1.12116, 618233
8, RSVD, 32, 64, 1.10867, 1173655
8, RSVD, 32, 128, 1.09725, 2517962
8, RSVD, 32, 256, 1.08826, 5065043
8, RSVD, 32, 512, 1.07374, 10993609
8, RSVD, 32, 1024, 1.05218, 30605399
8, RSVD, 32, 2048, 1.02172, 65826486
8, RSVD, 32, 4096, 0.970681, 134306467
9, ABRIK, 1, 0, 1, 68435
9, ABRIK, 4, 4, 1.38984, 98100
9, ABRIK, 4, 8, 1.06023, 178812
9, ABRIK, 4, 16, 1.68471, 334827
9, ABRIK, 4, 32, 0.970985, 658920
9, ABRIK, 4, 64, 0.273395, 1302432
9, ABRIK, 4, 128, 0.0950265, 2840303
9, ABRIK, 4, 256, 0.037018, 6457458
9, ABRIK, 4, 512, 0.00782071, 15440057
9, ABRIK, 4, 1024, 0.000352272, 38275642
9, ABRIK, 4, 2048, 5.97071e-14, 104694351
9, ABRIK, 4, 4096, 6.20481e-14, 315495192
9, ABRIK, 8, 8, 1.96996, 160238
9, ABRIK, 8, 16, 1.50814, 322058
9, ABRIK, 8, 32, 1.54742, 609547
9, ABRIK, 8, 64, 0.459433, 1252040
9, ABRIK, 8, 128, 0.153472, 2667160
9, ABRIK, 8, 256, 0.0567398, 6043096
9, ABRIK, 8, 512, 0.0201927, 14146585
9, ABRIK, 8, 1024, 0.00384115, 32944988
9, ABRIK, 8, 2048, 7.11159e-09, 87977585
9, ABRIK, 8, 4096, 6.37118e-14, 261994009
9, ABRIK, 16, 16, 2.80491, 397865
9, ABRIK, 16, 32, 1.67942, 722664
9, ABRIK, 16, 64, 0.72244, 1345467
9, ABRIK, 16, 128, 0.289658, 2799254
9, ABRIK, 16, 256, 0.110238, 5811796
9, ABRIK, 16, 512, 0.0411653, 11891146
9, ABRIK, 16, 1024, 0.0113037, 25667916
9, ABRIK, 16, 2048, 7.91302e-05, 53692002
9, ABRIK, 16, 4096, 2.35089e-13, 130312198
9, ABRIK, 32, 32, 3.12312, 1221750
9, ABRIK, 32, 64, 1.66215, 2137040
9, ABRIK, 32, 128, 0.70894, 3871311
9, ABRIK, 32, 256, 0.282467, 7783289
9, ABRIK, 32, 512, 0.107369, 15258771
9, ABRIK, 32, 1024, 0.0361876, 30541651
9, ABRIK, 32, 2048, 0.00331969, 62874299
9, ABRIK, 32, 4096, 2.39092e-07, 136099630
9, Spectra, 0, 1, 1.6738, 359699
9, Spectra, 0, 2, 1.6738, 358495
9, Spectra, 0, 4, 1.6738, 359603
9, Spectra, 0, 8, 1.6738, 360194
9, Spectra, 0, 16, 1.6738, 359764
9, Spectra, 0, 32, 0.468584, 573701
9, Spectra, 0, 64, 0.126526, 1378102
9, Spectra, 0, 128, 0.0554115, 2590129
9, Spectra, 0, 256, 0.0276864, 6221183
9, Spectra, 0, 512, 0.00640218, 13268300
9, Spectra, 0, 1024, 0.00125094, 26600928
9, Spectra, 0, 2048, 1.41446e-11, 54224827
9, Spectra, 0, 4096, 2.44454e-14, 69401254
9, RSVD, 32, 1, 0.352061, 91856
9, RSVD, 32, 2, 0.352061, 105571
9, RSVD, 32, 4, 0.499195, 124893
9, RSVD, 32, 8, 0.70809, 194308
9, RSVD, 32, 16, 1.00533, 327475
9, RSVD, 32, 32, 1.11966, 620288
9, RSVD, 32, 64, 1.10578, 1169145
9, RSVD, 32, 128, 1.09747, 2466562
9, RSVD, 32, 256, 1.08774, 6124456
9, RSVD, 32, 512, 1.07197, 10968600
9, RSVD, 32, 1024, 1.05317, 30731683
9, RSVD, 32, 2048, 1.0194, 65973164
9, RSVD, 32, 4096, 0.969517, 132917485
