# ABRIK Speed Comparison Benchmark (budgeted checkpointing)
# Precision: double
# Input matrix: /lustre/isaac24/scratch/mmelnic1/data/ABRIK/ABRIK_test_mat1.bin
# Input size: 10000 x 10000
# Format: dense
# Target rank: 10
# Budget (total matvecs): 4096
# Num runs: 10 (distinct RNG seeds 0..num_runs-1)
# Block sizes: 1, 4, 8, 16, 32, 
# RSVD uses largest block size with k_r = budget_mv / 2
# Tolerance: 4.94851e-14
# ABRIK elapsed = cumulative BK + SVD extraction (not residual eval)
# Spectra/RSVD elapsed = wall clock for that independent call
# Residual: sqrt(||S^{-1}AV-U||^2_F + ||(A'U)S^{-1}-V||^2_F)
# GESDD is deterministic and runs once (reported under run=0)
run, method, b_sz, total_matvecs, err, elapsed_us
7, ABRIK, 4, 128, 9.32811e-14, 10273149
7, ABRIK, 4, 256, 9.43217e-14, 19823484
7, ABRIK, 4, 512, 9.45066e-14, 38117433
7, ABRIK, 4, 1024, 9.3606e-14, 76761841
7, ABRIK, 4, 2048, 9.44507e-14, 149081755
7, ABRIK, 4, 4096, 9.35921e-14, 294239726
7, ABRIK, 8, 8, 1.89937, 683550
7, ABRIK, 8, 16, 1.06031, 1133628
7, ABRIK, 8, 32, 0.637664, 1961626
7, ABRIK, 8, 64, 0.0118295, 3731609
7, ABRIK, 8, 128, 5.22148e-09, 7190528
7, ABRIK, 8, 256, 9.68172e-14, 14631943
7, ABRIK, 8, 512, 9.70765e-14, 27913769
7, ABRIK, 8, 1024, 9.81383e-14, 52205811
7, ABRIK, 8, 2048, 9.73769e-14, 101741508
7, ABRIK, 8, 4096, 9.75838e-14, 199635054
7, ABRIK, 16, 16, 3.6925, 219699
7, ABRIK, 16, 32, 0.774949, 515543
7, ABRIK, 16, 64, 0.0679828, 1221743
7, ABRIK, 16, 128, 3.45453e-05, 2590783
7, ABRIK, 16, 256, 1.1834e-13, 5443372
7, ABRIK, 16, 512, 1.10914e-13, 9077791
7, ABRIK, 16, 1024, 1.11301e-13, 16923332
7, ABRIK, 16, 2048, 1.105e-13, 31893098
7, ABRIK, 16, 4096, 1.1164e-13, 58534878
7, ABRIK, 32, 32, 2.99928, 175091
7, ABRIK, 32, 64, 0.208493, 793798
7, ABRIK, 32, 128, 0.00265199, 2257483
7, ABRIK, 32, 256, 5.97419e-08, 4471168
7, ABRIK, 32, 512, 1.06757e-13, 9272402
7, ABRIK, 32, 1024, 1.06098e-13, 20051157
7, ABRIK, 32, 2048, 1.06906e-13, 33654877
7, ABRIK, 32, 4096, 1.0606e-13, 59891533
7, Spectra, 0, 1, 1.07751, 605863
7, Spectra, 0, 2, 1.07751, 608539
7, Spectra, 0, 4, 1.07751, 608171
7, Spectra, 0, 8, 1.07751, 602239
7, Spectra, 0, 16, 1.07751, 604966
7, Spectra, 0, 32, 0.0639794, 858424
7, Spectra, 0, 64, 2.28951e-10, 1670516
7, Spectra, 0, 128, 5.7612e-14, 2683479
7, Spectra, 0, 256, 5.68262e-14, 4360436
7, Spectra, 0, 512, 5.68262e-14, 4355806
7, Spectra, 0, 1024, 5.68262e-14, 4364651
7, Spectra, 0, 2048, 5.68262e-14, 4366451
7, Spectra, 0, 4096, 5.68262e-14, 4366609
7, RSVD, 32, 1, 0.264379, 148047
7, RSVD, 32, 2, 0.264379, 127345
7, RSVD, 32, 4, 0.175644, 160269
7, RSVD, 32, 8, 0.185191, 423834
7, RSVD, 32, 16, 0.674961, 608706
7, RSVD, 32, 32, 0.366708, 405819
7, RSVD, 32, 64, 0.0439099, 660611
7, RSVD, 32, 128, 0.0113877, 1330489
7, RSVD, 32, 256, 0.00312315, 2503439
7, RSVD, 32, 512, 0.000775193, 4668008
7, RSVD, 32, 1024, 0.000217331, 9112211
7, RSVD, 32, 2048, 5.62291e-05, 20087743
7, RSVD, 32, 4096, 1.51981e-05, 38805092
8, ABRIK, 1, 0, 1, 110788
8, ABRIK, 4, 4, 3.01736, 291408
8, ABRIK, 4, 8, 0.693843, 369131
8, ABRIK, 4, 16, 1.32982, 1004268
8, ABRIK, 4, 32, 0.271999, 2197719
8, ABRIK, 4, 64, 0.000333316, 4696941
8, ABRIK, 4, 128, 7.60407e-14, 9652985
8, ABRIK, 4, 256, 7.62406e-14, 19724334
8, ABRIK, 4, 512, 7.63531e-14, 37221572
8, ABRIK, 4, 1024, 7.6936e-14, 73488698
8, ABRIK, 4, 2048, 7.64366e-14, 145692926
8, ABRIK, 4, 4096, 7.7105e-14, 293873384
8, ABRIK, 8, 8, 3.52974, 359121
8, ABRIK, 8, 16, 1.26182, 859363
8, ABRIK, 8, 32, 0.674829, 1751340
8, ABRIK, 8, 64, 0.00497647, 3391052
8, ABRIK, 8, 128, 3.12491e-09, 6869044
8, ABRIK, 8, 256, 7.86884e-14, 13917784
8, ABRIK, 8, 512, 7.83394e-14, 27160174
8, ABRIK, 8, 1024, 7.97197e-14, 53147204
8, ABRIK, 8, 2048, 7.87914e-14, 102335948
8, ABRIK, 8, 4096, 8.07011e-14, 200969762
8, ABRIK, 16, 16, 5.65481, 286355
8, ABRIK, 16, 32, 0.632881, 616636
8, ABRIK, 16, 64, 0.0438567, 1312237
8, ABRIK, 16, 128, 1.39148e-05, 2673757
8, ABRIK, 16, 256, 1.08663e-13, 5456599
8, ABRIK, 16, 512, 1.06929e-13, 9472154
8, ABRIK, 16, 1024, 1.05934e-13, 17020408
8, ABRIK, 16, 2048, 1.07767e-13, 31473440
8, ABRIK, 16, 4096, 1.06622e-13, 58919930
8, ABRIK, 32, 32, 3.35061, 391464
8, ABRIK, 32, 64, 0.213521, 1014175
8, ABRIK, 32, 128, 0.00319154, 2311665
8, ABRIK, 32, 256, 6.81157e-08, 4955712
8, ABRIK, 32, 512, 1.00977e-13, 9244941
8, ABRIK, 32, 1024, 1.00922e-13, 15521279
8, ABRIK, 32, 2048, 1.00895e-13, 28952074
8, ABRIK, 32, 4096, 9.85646e-14, 54304963
8, Spectra, 0, 1, 1.07751, 606599
8, Spectra, 0, 2, 1.07751, 608198
8, Spectra, 0, 4, 1.07751, 606713
8, Spectra, 0, 8, 1.07751, 606519
8, Spectra, 0, 16, 1.07751, 606564
8, Spectra, 0, 32, 0.0639794, 856731
8, Spectra, 0, 64, 2.28951e-10, 1653240
8, Spectra, 0, 128, 5.7612e-14, 2677975
8, Spectra, 0, 256, 5.68262e-14, 4347871
8, Spectra, 0, 512, 5.68262e-14, 4344775
8, Spectra, 0, 1024, 5.68262e-14, 4373499
8, Spectra, 0, 2048, 5.68262e-14, 4374099
8, Spectra, 0, 4096, 5.68262e-14, 4371210
8, RSVD, 32, 1, 0.595952, 150651
8, RSVD, 32, 2, 0.595952, 151567
8, RSVD, 32, 4, 1.55346, 245076
8, RSVD, 32, 8, 0.27782, 499199
8, RSVD, 32, 16, 0.676065, 610548
8, RSVD, 32, 32, 0.261758, 376922
8, RSVD, 32, 64, 0.0480882, 583004
8, RSVD, 32, 128, 0.0119167, 1253366
8, RSVD, 32, 256, 0.00311261, 2393994
8, RSVD, 32, 512, 0.0008284, 4515512
8, RSVD, 32, 1024, 0.000217483, 9489392
8, RSVD, 32, 2048, 5.88272e-05, 18727078
8, RSVD, 32, 4096, 1.64138e-05, 36019199
9, ABRIK, 1, 0, 1, 77132
9, ABRIK, 4, 4, 1.88754, 253992
9, ABRIK, 4, 8, 0.757677, 371180
9, ABRIK, 4, 16, 1.21502, 989865
9, ABRIK, 4, 32, 0.303365, 2268856
9, ABRIK, 4, 64, 8.52493e-05, 4791013
9, ABRIK, 4, 128, 9.53701e-14, 10101086
9, ABRIK, 4, 256, 9.43109e-14, 20155315
9, ABRIK, 4, 512, 9.36765e-14, 39682086
9, ABRIK, 4, 1024, 9.41001e-14, 77249242
9, ABRIK, 4, 2048, 9.46598e-14, 150497121
9, ABRIK, 4, 4096, 9.43508e-14, 296454156
9, ABRIK, 8, 8, 3.84106, 681115
9, ABRIK, 8, 16, 0.909771, 1156998
9, ABRIK, 8, 32, 0.704007, 2056289
9, ABRIK, 8, 64, 0.00574486, 3724180
9, ABRIK, 8, 128, 3.72523e-09, 7295601
9, ABRIK, 8, 256, 9.32976e-14, 14215801
9, ABRIK, 8, 512, 9.28404e-14, 27074386
9, ABRIK, 8, 1024, 9.35704e-14, 53356535
9, ABRIK, 8, 2048, 9.39376e-14, 102822049
9, ABRIK, 8, 4096, 9.34096e-14, 199509919
9, ABRIK, 16, 16, 5.12831, 172255
9, ABRIK, 16, 32, 0.667663, 483027
9, ABRIK, 16, 64, 0.0706584, 1133260
9, ABRIK, 16, 128, 7.58772e-05, 2438054
9, ABRIK, 16, 256, 1.70411e-13, 5082147
9, ABRIK, 16, 512, 1.14246e-13, 8515282
9, ABRIK, 16, 1024, 1.13712e-13, 15619101
9, ABRIK, 16, 2048, 1.13847e-13, 29386350
9, ABRIK, 16, 4096, 1.15591e-13, 58594256
9, ABRIK, 32, 32, 3.11792, 179656
9, ABRIK, 32, 64, 0.196752, 868951
9, ABRIK, 32, 128, 0.00324927, 1898816
9, ABRIK, 32, 256, 8.10619e-08, 3497961
9, ABRIK, 32, 512, 1.15044e-13, 7181061
9, ABRIK, 32, 1024, 1.1541e-13, 15159761
9, ABRIK, 32, 2048, 1.13919e-13, 27819677
9, ABRIK, 32, 4096, 1.14522e-13, 58033703
9, Spectra, 0, 1, 1.07751, 606274
9, Spectra, 0, 2, 1.07751, 607683
9, Spectra, 0, 4, 1.07751, 606595
9, Spectra, 0, 8, 1.07751, 607334
9, Spectra, 0, 16, 1.07751, 606833
9, Spectra, 0, 32, 0.0639794, 861047
9, Spectra, 0, 64, 2.28951e-10, 1666455
9, Spectra, 0, 128, 5.7612e-14, 2696095
9, Spectra, 0, 256, 5.68262e-14, 4371081
9, Spectra, 0, 512, 5.68262e-14, 4379148
9, Spectra, 0, 1024, 5.68262e-14, 4378596
9, Spectra, 0, 2048, 5.68262e-14, 4379640
9, Spectra, 0, 4096, 5.68262e-14, 4374467
9, RSVD, 32, 1, 0.219369, 137723
9, RSVD, 32, 2, 0.219369, 140379
9, RSVD, 32, 4, 0.447575, 184984
9, RSVD, 32, 8, 0.290103, 466783
9, RSVD, 32, 16, 0.406228, 501763
9, RSVD, 32, 32, 0.267511, 403662
9, RSVD, 32, 64, 0.0408981, 668312
9, RSVD, 32, 128, 0.0122561, 1338342
9, RSVD, 32, 256, 0.00292431, 2375407
9, RSVD, 32, 512, 0.000782839, 3987039
9, RSVD, 32, 1024, 0.000207129, 10209027
9, RSVD, 32, 2048, 5.73985e-05, 18602991
9, RSVD, 32, 4096, 1.51719e-05, 37507801
