# ABRIK Speed Comparison Benchmark
# Precision: double
# Input matrix: /home/mymel/data/ABRIK_benchmark/input_matrices/10000x10000_rank_10000/ABRIK_test_mat1.txt
# Input size: 10000 x 10000
# Target rank: 10
# Krylov block sizes: 4, 8, 
# Matmul counts: 16, 32, 2, 4, 8, 
# Runs per configuration: 1
# Tolerance: 4.94851e-14
# Run GESDD: no
# Residual metric: sqrt(||S^{-1}AV - U||^2_F + ||(A'U)S^{-1} - V||^2_F)
# Timings in microseconds
b_sz, num_matmuls, target_rank, err_ABRIK, dur_ABRIK, err_RSVD, dur_RSVD, err_SVDS, dur_SVDS, err_SVD, dur_SVD
4, 16, 10, 5.16564e-05, 599402, 0.0738091, 1235121, 2.72544e-10, 2406069, 0, 0
4, 32, 10, 2.47884e-14, 865609, 0.0220703, 2065277, 1.92089e-14, 3653949, 0, 0
4, 2, 10, 0.852694, 92787, 0.505671, 159676, 0.672122, 936967, 0, 0
4, 4, 10, 0.987544, 174498, 0.33138, 275989, 0.672122, 921691, 0, 0
4, 8, 10, 0.156782, 265702, 0.299365, 540092, 0.023815, 1185293, 0, 0
8, 16, 10, 8.11906e-10, 509674, 0.0244265, 1157450, 1.92089e-14, 3689132, 0, 0
8, 32, 10, 2.51829e-14, 916065, 0.00603891, 2244911, 1.60005e-14, 5396413, 0, 0
8, 2, 10, 0.674552, 125007, 0.370394, 172918, 0.672122, 823420, 0, 0
8, 4, 10, 0.327692, 154493, 0.308582, 301569, 0.023815, 1153512, 0, 0
8, 8, 10, 0.00432767, 263978, 0.0735153, 579564, 2.72544e-10, 2347918, 0, 0
